X,Y
447494.8296982392,334394.70145200397
440958.58360348496,353161.46660824295
446601.8929296254,343897.51101166144
436382.2297382605,337799.24987209856
436869.17596689943,338612.07662599604
272160.618455159,101555.09830580794
303495.702038802,101617.2129814353
293210.0599138797,94396.02076710106
294728.85852774617,93527.07491610572
301267.0764848029,81927.43741880407
288292.4971158116,97849.4757043357
278129.6135991258,98589.49115761326
301473.9795051083,107154.54778950562
275999.07737050205,123875.49331513353
249111.4470608304,136041.9761101424
242073.34011301244,120612.75783014053
286734.73865035776,126263.33081915503
254209.80157006034,132530.4839955987
291565.29048751807,70517.79135419382
249387.54384375643,93406.99586725386
263070.9174846581,56236.322227726516
248586.70753818256,72977.3414354411
248079.80024105054,56219.281153362885
245413.10358919884,56175.23207218727
250763.4533666362,59015.479249681666
255613.8459123088,55385.381236238725
296114.61516043846,113381.81705293522
292552.10031639243,98598.51521773514
301084.0609052315,82073.47301463626
319318.10867298243,99659.39880144357
255426.97859089647,129870.41366100148
267025.1331324213,144880.09404064127
291501.2607763828,86258.96660432123
247198.82589895802,54221.963853947906
247048.9446267541,61345.68405869178
306580.3852270913,84603.2228178989
317052.05446458765,96509.82720241725
305700.41602987563,118962.22528785988
295974.6960530522,94531.94640864548
295039.7397998725,122173.79955622854
285014.98045926116,118155.25087890256
291286.2553019686,90873.39884616862
234086.42959487656,104120.6487058246
271360.7006578897,125351.30011252133
256289.5271838707,132019.47378898514
296435.65339320066,77118.98168627903
291908.31263185584,65141.39143759018
248138.65800499936,55499.85251415311
247641.84364920802,59759.85629574643
258896.29972605524,94966.79787770618
295031.72887389315,113503.83183867822
295777.68655388925,93735.04820232894
292038.16859435244,92496.20452952007
293572.0075659317,92689.18160378985
292646.092398126,92623.15387499079
248147.7117479746,55985.797508500575
243092.34997439012,67664.88710931965
275757.2837065375,70066.769143996207
306894.35483795346,86719.987703077
295283.84689989843,76172.0794530088
248044.74476801255,60171.366626587114
246928.9239213431,59826.878710859426
392106.6121803992,108376.747209881
380908.2320529441,126569.90705797545
375201.7542187698,108252.68434527662
397336.0153971388,93171.47141238186
417125.5146072563,92771.6843559622
392284.6518700038,86396.3111144396
376768.4771260931,130433.17261491556
343593.6228029667,102729.16869860605
385801.36512398557,122577.13139818676
391263.7222498143,87014.19948507709
378631.52718917525,115084.10147684635
407067.74214684445,100387.68947406512
347802.1432678918,101999.2746242815
387935.1325560011,107045.89386889935
402484.86896578013,93106.44861607498
365233.28420787555,79223.85871235302
401143.5678419176,91718.67691785717
386944.2958346468,107431.78975742383
386214.3268348934,114741.93861568935
404391.6598040277,91232.33393332531
403058.2770551518,91579.68248890009
386375.6533026991,114793.217215871
347229.2142311459,102495.2202433102
439880.0315018365,537766.6662660849
420404.53461900295,529425.5855567002
429254.4320729576,514555.43944211036
441459.79051774595,543573.0258970067
429205.35246412136,532589.2353244727
442923.61417089694,548971.3430632338
429318.3232697231,549559.2721565146
422859.1160676843,552859.8865014798
427517.52984765416,550584.1527007361
427442.71509690466,551271.0074800954
401185.93708452064,519556.6882453592
415259.04869752296,553594.7447809404
416981.1214091445,551457.9022594366
416818.8894469068,551395.9841656797
420295.4524363597,552248.9574491254
412551.3943510042,551399.9643720527
409176.84312115534,550286.0439851594
411258.59056709503,551280.9359308716
415942.0436477101,537198.6513580093
388450.47999810387,538128.4814573575
419691.58094408666,535083.9233020832
414645.22514314373,531492.2876976975
426050.7822024422,531179.3753042575
430226.54705687845,531207.550831383
434022.7625998535,536337.8048861774
425476.83248394873,534399.0423798251
420525.4915952892,529579.5658049947
420936.4715613928,528705.6827812766
422513.49854609766,541522.17058995
423197.0775004456,545774.7131766132
435870.50777286914,541332.2981670013
423732.3125110122,543555.9296178168
425960.74038745015,541926.1177090836
430963.10042523086,543762.9027275437
437829.2523418369,536524.8377255747
437301.3053860343,538849.5515745849
440001.01268381317,537374.7275250048
439329.05416752386,541202.3308494211
435581.5884854647,529409.6510905145
426082.78138161585,525290.1689141523
444489.4179618585,540917.3244547247
445477.36064207583,539534.5882802187
428443.4931683989,525395.1478754998
427770.5687170656,524823.1920185556
424101.93276521045,552483.8348530823
426710.59695696813,551085.0085062023
426639.8274810732,552042.841226053
410317.7112169937,555429.50441844
420077.49333319557,534789.9880207824
420178.52871737053,528697.6825887986
413054.4818850227,520586.6515987478
427546.56293841684,541942.1972645547
441195.8186411895,543431.0713797623
416027.984418845,553686.7693935746
409110.87972163135,550076.1723066369
416653.9364485347,535791.8230011893
437020.4157880474,533473.1430995137
426324.08280803164,534697.0812874554
426082.78138161585,525290.1689141523
429318.3275920082,542833.0515795567
427285.5831785454,544695.8347788011
445796.27177604864,539289.561243004
443499.55614561477,542281.1134229213
406721.19232277747,537209.6872151169
424871.94141377124,533388.1609545625
419979.58969287993,528560.7248122725
425751.85706287436,525080.1019042108
430388.1799442272,543504.9643714479
427451.5942147008,542897.07757091
423302.11486916547,543034.9575157043
425926.7516928766,542847.9981772469
443947.53298999177,540536.4704029483
440099.9526267079,537603.7095079601
435917.5614427082,529301.7016537801
442205.7045714925,540429.3839981933
426857.6164661393,541932.1463235344
416259.2220975067,551606.8922900466
426524.7255104606,525698.0698979266
411355.5626829691,551568.9162676926
426671.98734660144,543853.978749561
531656.2060544771,104458.68899539593
532517.0390026757,106266.45458839159
531041.2521395568,107070.44067540087
558018.8327479039,110133.5986526907
536346.549730416,116407.28303482794
540036.1168325486,101899.03938802768
548852.0191230422,100325.26607686898
547904.9351130866,121654.41128720166
562711.3074341286,101399.21621026294
562293.3461873177,102751.02893227912
561209.4868428296,100574.23499854855
533806.8999814859,106488.50166057213
536333.583898121,105659.53496969049
584972.4209967605,123989.60669016125
532739.0146680359,115071.50368652152
542815.6851754498,123445.56289770146
578136.320006685,118124.27750653162
531165.2257539737,105142.60112736846
530339.3647984604,104531.66778603077
530194.3695085599,106934.35437632728
552101.570452053,120690.92322621716
546921.2197317586,118399.18135423874
551847.5664873393,130677.75053427147
580532.0358700576,109640.23970520229
559526.7468131704,97398.57288087439
560629.5674076448,100272.7871161488
531119.2361360025,107357.31851837767
530681.2928195664,107196.3261435813
536127.6263975584,104004.12897625458
573392.8685991659,115899.49097863433
559823.6099511806,121273.89859806953
572783.9543316183,123686.5726818059
547577.1052896921,121616.7896578169
563973.9947064648,131665.62927859617
557924.8936186177,103756.82449381094
527832.6588625975,106719.44808332084
528155.6366610638,106234.46156828178
530607.2563209161,108668.1921334601
529662.4284400333,105820.58892879722
574898.7529443447,107723.45914233691
532341.0972837842,104052.7547939441
574789.7239938793,115765.53546781113
558655.7681919349,127085.88531252596
526527.7852902126,105280.60402214836
596090.6230315047,224981.9864063154
574297.3896122463,193433.03305171966
578288.0245136418,220676.5506159347
568732.0343342207,221079.35906344838
571465.8385138876,188808.06001988176
561698.0331728681,195578.28257161193
570338.95103635,189166.06799326162
567445.2588983239,205953.12365164742
544495.0405339013,192063.84324735194
584424.1720181168,206136.0947504894
580553.5394052265,192077.33013232687
558497.2220249522,242105.1607407917
554580.7983075227,228123.39121055807
576646.0583095313,223860.01255275565
560341.1320613072,193479.83592805563
545090.1130465954,199347.74427893246
559306.2348571249,192130.946844987
589359.422863985,228441.5199118273
589516.4397019749,216244.90577499196
589884.5136158683,194575.1206223148
584387.127896693,207025.03649262374
597712.4039512995,229323.45687945152
593168.1575814628,185775.51612108795
557265.5831222039,196856.06997173018
570745.8505605985,213172.23553548596
564375.6684327046,199526.7497019408
542245.5023788972,195895.1491025511
545060.115526716,202007.41054801253
570765.914189383,189754.0187034834
561764.0994508804,178625.26568266592
574520.4515880456,193158.5456557718
551305.2426176709,224278.85030821973
562185.8802768935,221907.20290183497
540695.6390630908,200944.57416743442
597853.3365026979,224690.33733337064
573285.5206101212,210315.52958572196
544032.0937048814,193906.67037881247
578878.7108666124,230678.183349446
591314.3434636455,187170.37795867445
585287.1456926122,186226.37885932182
598910.2288528087,224934.9864300402
595821.6007616573,225602.91460372403
542764.3869531926,197744.88231835043
542963.3699163166,192064.6177128483
576539.0160483943,189217.56292569864
382839.4169464574,216934.11848297843
384050.21968121844,217284.10928977572
383123.3486337568,216494.2044267892
385320.0516691461,218943.9545154454
381967.4847651374,214538.34844435047
381967.4847651374,214538.34844435047
386944.8414284617,218032.97869936732
386544.2363400652,217394.79579465336
385342.0795713399,219790.76583819132
385680.03922292293,219809.80718067003
386544.2363400652,217394.79579465336
392808.06339890236,233291.22249337076
388219.7093512777,220040.74355532433
392573.6586416187,214391.24548864627
362576.9235291465,216519.0552839128
365841.5273493368,210576.85801182385
398726.48776381114,197316.41812715767
382867.41414643964,205817.42727679037
392322.11007063487,233963.23040220188
384441.22764256655,204820.55514150363
384077.50279775343,206188.0090527801
384258.24180402857,203550.67145116458
401991.007586797,200953.01835046668
375160.3940234788,199744.10916871484
394946.84539035056,220767.77858940262
391887.23506947013,221053.71797968948
380647.7004293412,214354.42431428883
386399.92895182146,216468.24118872668
382880.38717493025,214325.40945766156
385120.06454090547,217206.08847774635
382897.38574357145,217675.03366670897
383950.2752608773,217731.0528197686
383488.26768795354,219191.8704950054
381394.53852324997,217013.11228464986
401362.37986370147,203864.40949044796
379050.89715273224,198503.27061452344
400110.1784243385,233332.30715681985
396004.2576669955,222058.4304489891
373660.6222706945,196018.52189573838
376951.1976553775,189753.3196651662
383569.3509372177,205927.40967125306
394404.4374448231,222642.37593322876
376131.34536324564,192928.88203723222
393715.9566904154,225116.20628349378
392146.16589729243,234515.12321984512
380706.6706177213,206099.3739680717
383176.31732074905,218896.86185885314
415213.3921197033,205178.59453530895
395843.77047115815,220847.6937397276
394769.8469499808,221564.67695120093
395163.80365941755,219594.84473444166
385687.11247465166,200394.09412193595
396390.6461854852,222435.58830050012
458454.308820415,103504.49229935007
436532.0876153581,147137.62526234332
445387.88373748487,119403.62948542953
434275.1963269887,145848.56603496973
463054.5417966861,153419.81170191502
438616.4495675929,102212.53227557213
463337.52523260517,148405.37407941578
479541.5437016373,148653.39241246672
460432.0015643218,118331.87140916489
441646.42976350477,106151.13301033346
456413.54367685196,105822.32734739163
456968.3851087827,107232.40766447334
427543.08746928954,142011.98477883122
464547.5107054179,115350.22968341949
471325.67167293595,107326.19277120844
485334.9549518097,159285.2779154577
425463.4985677853,97866.13237628475
460446.01750874886,105631.21570241984
468691.19547363534,108839.9467505274
475516.1007365879,123851.2848492894
435372.16625645437,113348.32563736406
469340.07114308083,111037.70459065173
468202.08989743167,110812.78115388108
454974.7846564178,103067.58388268939
444197.0400034491,120852.50038484111
461683.99147724896,152847.8371494578
448919.2493640493,113719.37178500553
481419.24722199864,151896.05396551502
441314.4753627884,107046.0694052861
471994.7669522187,99773.78927066669
470706.77804475283,109136.89073026998
458831.18472238927,132112.24968812123
434986.2592976097,114320.23834810377
481877.20291428996,153548.88961068398
463101.58100776287,154136.71637940404
455882.56721254287,117627.91108755881
480935.4842768116,153579.74483706392
450148.108079209,108053.97237423444
461948.7133240643,149524.2233643734
460203.90375472646,149975.20135687734
480500.42855305236,135732.91344761592
477821.8323631896,127304.9064436173
464303.69846023945,154420.69821754197
434297.3073657675,111784.46827576534
448344.29027030955,110156.68166537347
436528.91679413023,147771.34913494517
466667.4175202523,152800.83407322428
444597.98265663185,121355.45379360495
472911.34428212314,154442.72826902595
431927.68943321286,95883.3314973446
481828.2038536171,153506.84287476202
461948.7133240643,149524.2233643734
483602.10341958195,131965.3549474812
455008.5455998883,102545.51773887267
482848.05573399423,160396.0998999005
470319.8043421619,115763.16346974214
414717.76471462386,115310.03133490344
445239.64574064355,120177.73495919924
447494.6503534715,121939.35194756454
460941.00955821737,106070.24309325413
481334.26810858614,159867.16120765917
461876.898545703,105191.32699903753
442258.3454147719,113504.37524225944
443881.1294609069,113261.42300890543
442650.29457161645,112852.3994798924
445331.9578046772,111291.65567690178
445045.6500503223,112138.39230590107
461180.0220705973,149288.23418823568
439601.64301505213,116403.03552804302
487678.4560614485,154028.7607331745
487641.4816726155,156395.5831872081
485328.7592083028,156828.42354588295
484247.88575542514,156312.5579486654
484534.8448130101,157445.44482515054
458232.2170728441,101472.67174472049
458507.1882751431,100828.77949607203
457392.4620338535,102748.62088194507
457392.4620338535,102748.62088194507
465441.431918537,102554.67538096948
466725.2908979631,99954.96996372458
465095.5299001792,103462.55549758757
466188.36005824734,99206.0494246503
464325.62637439015,99515.00315469314
465245.4786784456,100347.90909754287
466106.390399705,99682.96848790921
465365.46665955323,98867.053411222
472627.34475976974,154368.73579983457
462589.622104743,151410.05240327306
487022.5619054564,149266.3552401878
446488.5395774195,131435.67814283783
446659.7047776346,130943.37040082974
468134.1022202914,110735.71104283404
484609.8804633546,155415.60795255017
465750.519924495,155417.65228057528
469341.9490052955,110338.78374877648
449520.18211641925,114120.28253901112
479864.54897039,134561.0058205279
443548.8425834561,118539.823446981
468203.0843882598,107044.18658631307
471550.5683668612,139702.4087798521
440500.4911316838,123768.15742148904
466005.2339236397,136705.73254404214
472752.54258369823,109730.86309260997
448743.4470820338,128942.62426350734
483602.10341958195,131965.3549474812
481972.2344084402,143396.0712252466
442487.2829309477,112035.53128083522
430263.67526553397,144339.70520531968
434337.0114451686,150271.62019849164
430021.81673789484,126321.85323028985
456219.46355809283,106134.26042092635
470480.8351366321,107182.21943722555
464796.5560221711,102442.74331434813
464767.5656520558,98699.12137692742
442171.30909630266,115045.10565339724
446919.7064110932,130146.4003963882
480491.40689797513,153089.9318345219
447368.7016232659,108477.9182964272
461472.92767806386,105212.33639992148
450330.3346958163,107540.09822152322
472226.5899830784,100176.01206277643
457010.43849380093,115994.15300111275
434821.19212050055,135181.79147474645
468601.07183477806,107901.05164483606
447277.492263383,161425.77583973762
434924.92845794366,146525.05260016618
479340.5104912936,153977.7629165982
469583.9228817872,113187.52224197442
463537.5197782132,153200.79567406932
461807.71975917835,150206.1429908007
482848.05573399423,160396.0998999005
485140.75882372237,156365.48646034542
486813.5908331562,153373.9218200176
439229.71998349664,113908.2553080341
444990.6683645719,111992.46666860874
445303.668708124,110044.64358726956
463018.8141613551,105898.17621699456
465497.4534804547,102771.67438888908
445792.8193687234,129092.52884769722
472570.66943851224,106350.21384645932
435011.2392301494,113326.30663681158
427243.2786613315,95230.42073781107
425338.0129898524,95326.34200995415
468745.150721499,108239.91523135838
456008.62183565577,102943.60724424891
446420.66515608877,147634.34571566634
440043.2235281241,107153.10062728557
464435.591127906,100397.87934329515
467544.177052429,107257.10810443928
447824.5724574379,130413.36676152534
433053.1444653192,96726.18164939206
448165.5286179052,129065.5280776445
476808.8213669714,156702.43250487573
484973.82151824416,158393.2399316281
464792.52489175496,98591.11852690202
463885.6832243651,99173.0873594067
464375.62413064536,99205.0269520971
426958.2107111642,122327.21938841115
430079.90129861236,107075.00108659588
444701.7187466349,121931.59116690821
463441.5204963153,153308.81732187018
467863.1548382573,111656.63461559013
461894.68929393933,151466.00457676413
436593.94296033913,145152.64963544486
474531.4242103708,106334.24407340583
465565.42118535185,103057.66082776824
393379.2555354634,272256.28004686435
332019.7535386665,229267.55535376328
334506.0822985542,238580.3401462587
407512.1210701198,267280.37265232264
339940.61479880847,261940.93452862452
356480.6194720087,243744.8926904113
383665.4329323422,255292.04560287663
378365.8590474482,250895.2040423659
389247.42527819646,262537.87495129596
374519.52779067954,267729.68737640517
391871.0215270456,276839.1480316864
344983.0402710825,237612.57415197598
383068.2763332993,230660.5268235061
402637.8389004459,242903.188017653
357489.44390262273,219687.54810899874
404605.45953658386,268349.179781887
385567.1873569867,256432.90850940102
392133.1311133671,236997.87998210837
404193.58561645594,243021.1427340461
352287.14736607135,240917.243515881
340641.49490546534,251246.06715560274
396872.9041451142,269983.5008558977
396055.54373445257,271432.8325330736
354840.8230592146,240868.29233672138
385562.9101076775,253743.9021144841
375716.43394310883,243200.19182682864
384636.0394663357,255897.63656449877
385758.89854273334,258682.2936314775
350224.41006243485,238402.55060638662
510948.41909136437,194966.1337941353
523051.77557528496,215760.82184466947
524414.6266570523,212197.2185393959
525233.4627707428,223201.87253345433
512313.2479022163,197658.85752155463
513795.0787426631,194573.18132532586
536871.1538225007,200230.58137171098
502164.5300284209,195286.10071686364
510103.0800628619,198730.35955795896
504070.27334620187,194234.2332975525
507086.4061604618,207877.40234797995
501848.50194688945,196224.95605840144
519409.3132852233,197601.82966600166
513847.93581150414,215224.8156602597
521850.9618216579,210036.45699626574
518288.0621323544,230645.01416892326
515086.41950625146,222097.85077504272
507858.80511731684,195861.99209632288
514906.4745139419,206716.46868817485
515332.1409764353,208709.983013605
531932.5953571575,234395.6140185955
511234.38691796345,196502.00091834192
512074.2395387465,195578.04487855762
510468.46910056414,196264.0288929026
510114.05120646046,196288.55383475195
511061.9534525606,198587.38149958238
511182.37550662353,199020.68453915213
511510.33996326016,198209.7785647093
512312.2161662205,193495.36995286803
509111.58641226566,197687.78599753452
510173.4788044606,200159.56988410343
529880.9314280187,219200.42305751645
524414.6266570523,212197.2185393959
541676.4330413642,215832.80601027585
535533.2756449407,200368.6090196247
514455.89752570353,209386.45655720326
511872.32624526526,192610.41179989488
520846.1407406549,196217.01905919716
525012.4990288678,224634.70440474036
512215.1561037654,214766.85000411613
516494.67112483614,209355.4865825993
540321.5886606945,232874.85049316584
523972.6288918529,225969.63551796076
517257.5683004326,207801.6960063149
510035.43449683697,212619.05451739405
531691.7325963062,203443.27967571287
522131.82413186016,232278.86555471836
516494.67112483614,209355.4865825993
506613.91885658185,203250.21866641578
537586.9708205956,210156.4499387957
510035.43449683697,212619.05451739405
524672.5601364146,226044.5506011679
525345.4900757463,213151.08179382997
525751.3914110913,227328.4353582362
514716.93873723224,193826.2629121699
517996.1149301542,213523.85581389314
516836.65981044923,199568.61463794316
547072.7447852375,221356.1718845223
523293.8004842199,209694.43702885875
524940.5104486377,226423.53550231247
522753.7921655232,224970.68662256125
509989.5023336634,200507.55185338296
526151.4086541816,213230.11075236707
506644.9101533907,206410.77786903887
506367.47782607016,209280.35998774524
507517.3526921532,209863.27918286057
517709.42078006995,229447.18558967602
512004.26805478917,200841.4680286952
493072.59427087277,212465.05513666203
526243.3360914028,223681.8681954649
532141.694691001,213966.03406378825
525115.501205895,226969.44935880584
506774.8562305806,205590.84635004995
525787.5061772682,201360.49722204538
526780.086667283,201182.9587967759
524616.3600272188,234044.66268896387
525703.4581959111,211144.3363067414
535824.2768473113,202704.3754471519
513671.6718605397,194707.6897142731
518295.14029554557,231895.88743914344
517754.3994645786,224613.70657901175
506735.8554995036,204839.98109929537
497317.0384306301,208939.51729753573
547959.6847353382,221025.26348447276
548546.5758762828,221242.27660810255
513167.6679961246,214408.73192704224
537386.027073817,208426.62462664978
531051.796689807,217007.67607482325
527103.3122024365,214596.87331873155
524000.68875811866,211953.22344146168
519582.31048832147,197179.9184306414
519246.89760507963,229475.9528468867
524405.5927835577,222834.97886064957
504405.1906389581,194290.19827424176
512693.1643888287,195225.1253612709
517362.5774675338,203735.13318307366
515869.76349019393,207104.80003825092
535604.2386716976,214108.05099499488
509296.57748459146,195564.03765874874
524500.6556267497,200631.50975840777
522825.8532573876,205642.94644265738
504998.0905474528,206759.75127399922
520359.08639706677,232374.79419967777
507098.20936382614,207263.56794754363
525684.439293681,222831.96619617898
525541.5244750981,213121.0384726
526010.4077753576,225272.70128188853
525506.4873876206,224050.78055495885
498242.5603201151,209002.33541735157
535770.1670123939,229702.20269044512
514263.92529295746,209627.41066227097
499799.746465115,206287.8137256478
529234.0156127078,211514.24148171296
498968.88903517416,206992.37219208846
525444.0832978926,204805.8016006163
534980.3737580277,202097.4205667489
515633.82302134676,197428.85693544208
504784.09064214694,207287.7238197985
509141.6512232909,194027.2387440501
492563.67195259995,211242.13962336432
497373.6866332492,208066.35835143417
512747.0621472688,214681.86041496135
516728.68118765944,196708.96997988824
512710.08094517735,215837.7508023054
508232.7115719113,193974.2124125898
520095.91127802414,202260.9249377554
510997.7027510817,201631.97648274078
543952.1783833026,216744.74733524775
524793.1998687609,222848.84879526228
510021.4431533471,212943.0495812187
504780.1317410426,207590.67996563838
514483.91956259974,205390.92002629704
537776.9586598859,211622.26826073107
507463.868006506,432798.3095765944
520339.5771704218,447753.949179468
496322.3831889545,408678.14458018146
513662.18083087355,419656.8683657765
489209.25579513586,410123.9580048249
510279.0835643531,431404.766134068
524255.14011637075,438624.08334254334
513933.93727421254,468371.1876924498
511793.313719414,447598.63154968456
480586.2477021624,438446.5319581209
493976.6070710915,428134.81647457473
502718.3578044743,458589.26694876875
503489.07589594444,426670.0961554288
505962.980167039,464163.607257709
466062.1240028376,421617.52190195216
470665.47553233954,447065.55443944514
480336.26467025676,449423.28699452686
502081.51014503714,440529.3541388571
533491.218508098,428164.6962878214
488378.2778982073,442053.1833058741
518938.9206488158,429922.05320466904
519921.28420752275,447981.57118796953
475269.99719565874,428661.71419225656
489994.1696248968,407920.18907239207
503491.4032414993,421790.5520973422
500066.64854519814,407412.6253466403
502174.56510603544,427207.92796447256
479926.7977425944,448781.412899244
514401.031024226,431191.52094300103
475273.6464248336,423992.4241281188
458739.36222355405,91289.98155304705
462695.8576061108,89217.23044852517
458101.4843795677,83419.8154628388
450828.03783823736,89971.84578762442
458733.3289797581,92466.86117995752
451308.9476048731,93516.41648933233
450521.06121999805,89412.88358682947
550424.3733688449,167438.51764674747
571232.9019455101,172311.06038515066
573433.7653029936,152973.2647981503
576045.3699413113,157025.7671430683
578320.2011911074,143440.34372198497
580949.9493574074,149538.63568700943
576971.2595435703,166651.61973683746
576128.3531009078,167461.61280484265
574659.5250343228,170807.1229526187
591438.4757538214,161347.33778557493
612713.7922465582,159988.53973428084
610118.2496395471,154572.65586192938
627968.9096443919,149980.72979895596
563706.8914857279,172191.96980460902
630084.8611716031,145104.24512790563
580966.7063672824,164318.0310470016
573954.6368858704,170326.1959085515
570130.0964638558,158827.53389078824
613813.7878634764,133781.56771253052
556955.8311055781,148130.74373149482
583939.4372274372,150819.57893791806
637800.6473810856,167529.8028323258
616547.3424866495,159021.6986494745
614627.6465631085,159289.22364532208
573723.7105848077,155326.93435819668
558642.5523612294,148423.54863009352
574315.5640187268,167266.5376725354
565151.6687304247,171565.05064448807
572750.917750157,137931.9752801537
556562.8949272055,148942.6827586203
572963.7846039014,159113.47984679032
620520.933815778,149942.23685901353
610635.995355992,166154.79687394854
636810.8366256335,150893.7491821485
625147.2730170591,152304.45349619904
628550.6985603193,165133.8062878445
561225.1917920869,168734.37119577936
547481.0263446348,144881.12854233274
553106.1937042847,155114.7950427353
562190.1494243031,157494.70016456267
592622.4707376031,163064.45543045987
589737.7898480048,127126.32141742588
632100.4121521873,141746.79926785055
575855.3685041639,164088.9789472759
577301.1786457355,162979.12849331927
562711.0101097616,172646.96565163025
557943.7422790602,140874.613159395
558120.6911139041,141555.54228705965
569856.1882042701,161193.2570800782
631358.5392862696,142419.64814478593
576559.3670474915,154901.0174581986
575171.5080554595,156455.8284087453
616003.3785490151,156343.03851823483
558243.7021527879,145705.00205845106
569683.1816860314,161850.19576846174
565086.6823159626,173731.80840102088
579214.9862103661,155834.90208364368
551252.2797402975,168975.32686644577
569837.1863065109,157451.6948462166
559386.5510034005,148643.6954065894
637206.6534182793,168059.69271880586
562804.9877654206,173149.90929235256
630179.7127911112,141769.7430751383
565811.6061615023,173226.81583594193
601202.487052779,142866.55035620736
570872.01535761985,170936.12319289538
562575.1329179241,143102.36441794655
553091.2618563091,154154.99471311868
581114.7709473569,149404.64449833467
552151.4110399804,155769.81418625722
637722.4516336173,166032.85726892255
564113.8480072618,166757.5636933454
594332.0305762461,173206.92809257616
599227.4735736353,159320.5558916585
606621.6213657393,139491.8723235306
622175.7055863413,137187.24424951687
559516.5299731392,148464.66837534978
560948.2521252256,158215.59166395135
639619.3564565693,168742.64339411585
636184.9234733229,144562.46175225836
381542.7995219947,432916.82544298284
382056.6768609694,433008.8304702976
387944.9551720974,438046.271780457
341245.9297982245,407953.6874664174
368172.4996897613,426014.6456935357
389263.6211219882,440001.57960317284
369718.30953500513,422110.0272313075
350412.3576106454,430036.94574015413
369347.3049704484,427388.42341926193
348491.852266592,462283.24521443667
346781.2776711285,462998.3083275835
346725.0441506997,461859.2887217093
346301.17597552645,444862.3052873659
333195.8498666293,442927.52398666076
354152.2128073361,431726.8914331335
355839.1087023726,441207.2828561389
386597.11342927505,437685.27398083196
385536.2153923685,437803.2476697258
390979.553398113,438949.2100795044
386922.1022422918,421942.1291864456
388090.97644632694,424250.92680370325
378615.1563059083,422928.0101838527
378081.23776771553,421510.18468759145
357322.05944718956,418537.284734159
355987.0635883346,414318.92447383
338778.21934010036,411401.23508177925
349960.8464292479,402973.21406272775
383719.5182357747,433798.72568954667
381440.7637338479,432550.88913378736
388942.7925378391,445653.33031496464
380752.9199126835,421912.0856903211
352574.450812659,421374.1445457728
368421.4824397763,422977.97056109726
348896.05066465907,404924.8488805514
349607.88358243584,405880.8609356644
350902.82797535683,432536.5365602495
357963.7957370645,423544.8345157237
354196.20509697817,433130.71984297014
348350.9900581255,425743.544015895
353005.35178090667,428807.25744411466
353613.5892659362,421681.8362288403
340251.0518685218,407133.7676475748
383774.47345543414,440021.9986431156
379812.05151800474,419867.32436888973
334388.69497895817,442140.62861561624
362868.1315759937,432375.8624421725
373182.8237891578,432635.8861981974
372279.9165392606,430509.0515075497
377406.2116341655,434529.1754280189
385656.14745606214,436852.92805933754
349514.8416029136,430262.986920657
359254.658689952,417563.5975821593
383078.5971504084,431287.0218977536
369309.34538288554,425377.72818897734
362464.3722798853,414375.7213928694
366826.66279945924,428663.2746967549
368516.459518412,425728.6369186592
370341.20698146516,427518.4188002518
349894.622976918,470459.324782585
343695.44295837183,458337.67794318823
340816.13210191677,428468.89837737835
332715.90922154963,428705.19866466476
349309.9287178797,406467.7924175136
378419.2137577078,421473.13125530904
347798.1347614134,406262.883586091
352126.45979451656,430222.08975246525
349496.7582902846,444964.30845284264
385595.2145289615,437411.3596651915
376788.35294599785,428271.35062595515
374973.61552642,431250.0338266457
379198.08326934534,423042.97784930444
368238.51133355754,423818.9138475914
359565.8018779372,420724.9959937029
363108.0989558772,422293.0511322154
350796.6820537539,430661.98679689143
374221.77358620864,427673.12663988594
353821.2747977593,422272.99102922634
334278.90924939263,428279.9019420063
384186.4862697943,422167.1435735115
344040.6039926686,411973.1634758246
350239.5965336943,470216.38112359145
352423.5233472754,403842.11104071647
376756.3915256693,426985.4819241712
351891.7867081787,428167.0533608402
348683.8280114129,462410.28989250923
347555.17328383715,407495.70261500165
352205.45825130056,431799.8850824572
354688.1981848142,428540.2417314792
356371.95355318795,426467.51684191497
387349.87345589703,439037.73409211065
336897.3212340708,447226.9493074595
347344.9932773766,462458.2489554144
332009.9952462583,445864.0857033547
371915.9861272733,435588.44391071005
351099.6424051242,427230.3644692033
375135.6067345649,427641.4883882224
353611.2679775609,432076.89103161567
353129.41168048716,421304.1559851248
368916.32627681905,439064.1230697499
364919.0211259425,428805.001276689
332010.9892049568,435460.35225637443
357876.8092067185,417802.58292771666
451910.3669303765,307445.78793662245
459818.91921631317,305662.0779847765
459633.3894411335,305867.04282320826
458342.5937920538,307004.85400713806
459685.42868339515,307114.88778384734
456377.2496227703,305761.1177209146
435670.35268382647,317576.62353463395
463463.4750720084,306674.05198746885
463796.88720276084,299773.73810401844
486146.07587631163,300050.8672292782
461466.16787676176,303742.33115364244
459274.43948835944,301411.58795876976
456845.77757806587,306834.8819995364
460341.4217929934,307467.4174846547
463128.98940149654,303147.40602599096
463464.90342309984,303600.2822001791
456914.2226869429,303281.3169174194
435761.95236228744,316684.6596148685
472936.8166655526,287754.252953551
459377.44646442006,306732.9144755974
464207.7994804055,306438.95881738013
498914.2152701391,372842.3688299846
487525.68265549885,367378.91162454145
492376.4801484618,337313.95691122295
492121.03747273085,371390.4942859265
