X,Y
526898.4896302273,174711.58275114198
529003.2089346335,173589.7117348042
528244.3112782382,172887.7262820815
527462.3830873165,174168.60155438742
526147.5890393239,172566.75579394464
524691.7386187218,182595.62775132916
525594.3404735755,181882.9055866751
525174.4005936831,182561.89473721472
525826.5566594639,181169.8073169515
526900.4617085945,183448.57046739524
529449.1123487696,179055.1009136543
527372.3646260385,181413.74392727093
525470.6247398532,181889.74784910277
528309.9914115681,178516.29113825032
530456.0046873953,181144.79949711752
527241.3892962495,182138.66339248832
528971.2101970452,178065.17489002866
528363.2555846948,180552.8356440828
529446.1268127876,180904.87970150885
526329.5572770957,180960.78012981592
524646.7365857603,182989.6029721931
525048.7095886633,181539.77232441347
529094.8784570203,179122.19039810833
529683.1094091173,178276.110228558
525356.6295836114,183309.49665639258
526425.5143509374,183325.56249680457
529814.1313201477,179465.9631820756
529933.1154303777,179464.9999013492
527367.372303058,181100.86357572756
529164.1448879828,179061.08784120233
527318.3820203461,183534.47725235962
529716.1382505355,178525.06910429208
527051.402112853,182965.5805311845
546791.9444885352,185229.4133237037
545779.0518514224,184900.40299827955
543894.1755091541,184585.62039406295
548337.7408397342,188064.0319207947
550391.5324023869,184177.54847366037
549264.5513621068,184431.7018028694
549339.6466954054,186624.30225767748
548725.6780101227,184893.4953091407
549264.5513621068,184431.7018028694
548621.7378444237,185951.3044801372
547263.9030432136,185723.38857779896
549998.4349917138,185892.589336359
544925.1599227957,184748.40154055337
549100.6683649068,187129.16938303062
526926.4060654737,195712.11217965343
523686.80646936427,196896.92245604127
526777.1687754234,196735.32792086742
525557.3023331275,191813.89104517252
525022.6192565127,193275.41793311533
526147.2681588434,190709.04841232556
523573.8241229861,196994.95938649628
528468.2017561686,192514.4990773226
522464.9615482952,192815.4149305899
527774.3032031723,196281.01363395422
524883.6539644543,196043.06390838668
525492.5801417766,190023.75908647798
522488.7177606673,189134.32735181594
520587.1736800185,191827.5007254656
522945.62636200007,191529.01346946257
525862.5639308445,193106.4404468006
521858.89721005346,190621.5258191878
524862.3973341839,188171.37758733437
527426.3463671785,192290.5418447979
520672.833522515,193555.7034226567
527430.3303778251,193479.38093934883
546139.0590148787,176062.416065339
547992.852653109,179551.03057123336
547243.7238034189,171285.03588639555
524979.3740937705,183128.84938532533
481920.1520479613,169473.99531203706
523441.8906913153,185399.7063444617
519813.29816046066,188742.89047998452
517757.5706148845,187319.0147834419
519660.30182885425,189368.8706081336
517495.6301319012,184747.31474573223
518757.48424097686,184791.3959985472
520401.8693614632,183897.7407563791
521818.09904349706,184118.4680108535
524367.4854564943,183666.76997194655
524529.7284120704,184027.44715640048
523106.9369079857,183112.55327192723
521181.1330769268,184776.3100966958
522464.0042124592,186268.16628309886
518693.44700261106,185094.2885819684
522955.9224224088,186489.1304197688
523841.5610765854,184064.7807337608
522103.0487711105,183598.5179831403
518121.08684474893,186169.43135267042
524267.4958087865,183876.71270165883
524162.7989345571,183882.49318532355
520665.25517559546,184654.42077854328
520423.2244212359,185338.34223745874
520262.9838012141,189475.15886279492
541222.6829400013,169909.11758736998
534127.5977586177,167907.35472718353
533020.7302682828,169992.14791251626
531855.928334439,163626.81168396364
535378.4826258539,162723.95973113668
535536.4452673821,165187.6686303442
531641.954453539,162687.91724912514
533704.6623081581,164275.82723811566
519784.93496049556,179644.10814922972
521000.1779178791,180660.86149462766
516160.36122956383,180660.9760541686
510714.47084065236,182959.49451398593
516322.3417885997,180989.8729022261
512536.2334223788,180116.89835132653
515348.9340322432,181049.76663982408
512206.2726892847,180047.85432036303
512780.2413635826,179345.01767817006
515414.90492935246,184870.30046627455
512450.2222961962,184779.3226916626
512784.2123798513,181875.6810823459
511475.41436336923,182853.56110072572
517381.6441556398,181986.71348737937
514324.039098247,183060.57190639962
512871.2300399782,180333.81439861772
514306.009848024,182046.67521413713
514346.00004812516,185114.3087538057
518878.4288628716,181238.7697423115
517477.62929267995,181182.79713624757
517445.65358423477,181166.8156784897
518271.54188539425,181975.6659529233
521332.77769147296,180835.0146385096
517334.6486114004,180578.8383567609
515989.8544282789,181214.78127085423
534336.2850238965,197562.27741284092
532089.7285659192,197374.94708680565
533658.5323320628,196534.0738638838
534514.2675650414,197227.3050579946
532984.6000115919,197237.9808811858
535589.2888475718,199117.74355285865
531502.6171972682,194627.5567094154
532705.6902075531,197472.87771264248
533109.4501650893,197571.29527648882
535278.3441324434,195745.10338637006
534417.2839155771,198967.11432570266
531259.8270686332,194730.28823687328
531762.7886852334,195351.11914115335
527263.3644428382,200107.62660386215
535342.3088043041,199148.72507674427
529897.0483309954,191423.64849298447
530073.0482075438,189680.85788774787
530073.0482075438,189680.85788774787
532829.689066117,191504.67935510026
527913.3023476853,190363.72998123895
532823.444839451,190375.033793271
530904.9528247152,188071.0308107325
533511.6020004214,188203.04346890218
529241.1079861303,191596.5587598001
530191.9938509252,188030.06960405072
530595.9769575418,188736.99042222946
529354.8998813081,188723.27502760052
534039.5396461161,188632.90868169995
528602.192287913,187390.0826203585
528224.2849821913,187624.05950041045
528597.1728430169,190213.71702546638
527791.3142727936,191053.70817795076
532823.444839451,190375.033793271
531500.8722362556,191167.658708002
515163.91575654293,191749.5414564098
512613.2249472545,186898.12873221753
514767.9498693814,186955.03977393993
514928.94674498145,189138.78036968177
517795.5745588029,189803.7619067945
516701.70030073094,189927.73019845446
519119.42644449085,190463.66716948157
519119.42644449085,190463.66716948157
517795.5745588029,189803.7619067945
511690.294130318,189407.84464905818
515067.93195183866,188517.92366838007
518119.5438791345,189710.7360824044
515220.8500206611,190325.69108184695
515207.9070811635,187296.99937244004
514631.9761979219,186174.20372601604
515384.4424182462,188747.07311504905
512345.25019959034,189267.80876427062
513879.075714544,190819.6539283099
554880.9398498632,189811.91484301037
553792.0181890267,189735.8745274216
553792.0181890267,189735.8745274216
552736.174919546,185810.30139733106
552168.1027914126,188297.38969926414
549435.4929546926,190350.13454562915
550514.4619079944,189986.81584690366
552757.0164698216,188761.26727857545
553292.0849940014,183074.83435855416
552194.2757444078,182313.97748087527
552212.2316666382,187410.20140786166
551978.278367993,182791.7079915874
552420.2072953137,184427.73857937165
552410.0744390675,189824.18131245743
550974.2554386248,191915.96395725373
508329.79245103966,181064.7903802973
511297.4213629095,185102.3186157727
506999.9256174902,181634.63719513244
511684.81505015196,186613.36453822703
508317.75396134437,185644.1892638231
509505.56782134494,191773.53754293342
509684.0071916179,179951.0347779772
507624.25659921154,183984.54168491892
507624.25659921154,183984.54168491892
509761.59562040755,182112.67250248132
509761.59562040755,182112.67250248132
510040.5039073822,191115.53878450068
510040.5039073822,191115.53878450068
505750.08763999096,183789.37752686907
509521.6131933421,182319.63495574577
508518.79135725595,178786.96308438928
508545.7439986623,192081.4789500868
506606.0079937986,183805.4035472431
512535.26735098293,178443.03503380436
516294.8204714693,175465.40209438588
516114.8365292618,176567.3427214945
513018.2433880226,175209.42319795385
517253.6903221831,178185.15891735838
516182.8429411187,175871.35482610064
520917.24400117947,178157.09056624112
516870.2400849175,178442.21673876833
508977.1814851755,174442.5329793676
517548.6304601753,171638.92532582034
521862.1068573119,168241.27062597033
520600.8632540719,169990.10032430355
520621.2869472035,168736.20610785764
518459.55268277397,170012.06632410514
521095.20457726077,167761.29515393003
519896.40494746773,170960.9522102371
525077.740589658,169450.1905751936
525305.7329766611,170189.0874189771
526508.5818443139,169269.2257896301
528190.3657425304,169795.1205501036
527250.4811514498,169388.1635409111
526501.5627878909,167252.3913997864
522536.05561765906,168680.19276821526
523578.9395168783,169891.13214357948
522373.0820384856,170435.99039556104
523523.57451309985,170386.99102700106
523383.9727718129,170105.02411658264
542697.4391586055,183998.5398762895
542928.4393354333,185599.3037189371
542342.5376223912,184179.51731513406
541339.6617384092,181326.87668808177
541878.588708695,181711.78752015263
542667.4791857149,181837.83060697763
541033.6992346983,182190.75653826178
545566.0832405542,192131.60344503733
543861.1982257891,186048.4309392473
546085.0417347767,188082.02849745384
544077.2517449168,191099.7126129495
544697.2000345656,186239.255707482
545425.1010653238,188767.997802909
541172.671667375,187076.1353154045
540320.7466905854,192805.5025253927
546915.9106261771,188832.9476780967
546985.90895837,187725.16905209172
540000.817254456,188186.07592854375
547356.8739536853,188639.99869409233
542782.4192298062,190329.80653097626
543858.2848766268,190213.82524098665
541051.6628511566,188326.05924227502
539775.7820128012,191847.58023194858
544549.2381868424,187630.13453886763
543206.370606813,188232.06735060725
544588.0807164586,190465.96738416655
542567.4770385624,189000.9960485758
512958.26376288704,170241.00574455038
513351.18546403677,173361.6603811077
516379.84877636447,170622.95706679515
514954.4835295332,174210.51997856493
518598.51845396444,174809.4775117131
513403.207422271,171159.8930851
515851.88297995145,171884.83920555015
513267.19832851493,170836.91914745182
522362.6601189786,178054.28890938126
530219.0676263279,181087.86906076455
525338.7440246069,164404.77549044148
525305.6997880375,166654.45646078227
526126.6340711927,163232.84742455825
525265.7443910094,164271.81255365803
523055.9773021954,166131.52377516916
529065.2220084306,165028.68683445087
530335.0713418537,163612.90508266893
527831.4024572303,163409.86454744177
527831.4024572303,163409.86454744177
529925.9365163794,162383.9583853999
527401.4843106488,164446.72272165085
525151.7444153648,164137.734193161
529676.1835163718,165198.71569880244
538682.8857553873,185809.53150377597
537440.0757292889,193611.35823474784
537676.9831153085,187403.34221461468
539211.6747644393,193792.57277029147
535818.3088078675,189295.84624343208
536610.2091311795,188194.97930343816
538022.0531277979,189801.86273971817
539191.8619905417,189379.89231650822
538870.9000181155,194610.30482892034
414118.234793161,285506.2003420545
410137.72472924413,288207.97096161515
402583.6911210316,278241.05545021425
405809.26170067384,280398.826475749
409050.8186534259,285034.33517268393
404437.3961277102,287400.0322313268
406209.5726566113,293696.9545697583
406711.182493388,278607.9799607723
404966.3739075536,282133.62335071916
413013.31249783485,288401.94765957695
407088.04399236175,295609.0827351949
406971.5548213388,280156.4290870308
406309.19515500555,278798.9704634352
414807.1117236801,296499.91559795366
408201.88806046644,293974.27623931965
409263.81928379094,283723.4237568387
407387.0095617176,294516.1949582928
406713.1172591598,288329.8815061098
408682.87469318224,288686.8848086141
403189.98814123066,284368.0377260517
405214.3190136176,287720.00505867164
414710.14124268503,284242.4470914471
404304.46839453856,281329.7577441001
405582.2939580303,282365.6253817543
405444.3385122534,282281.6095046442
408554.93391954654,281347.66428242554
409241.23066541343,282438.21217330405
398867.6904816488,278584.5132122378
399775.0726017529,277630.11405864795
405373.3325188471,285612.1804788185
405772.28776185826,284838.3054491958
404922.35462799465,285495.25790019473
405230.3113933399,285392.25111045124
413705.2497274735,293365.2950639973
405072.3656641139,283693.39284289477
409807.098879744,285660.85736197996
406800.11709223833,283697.48339548503
402266.7300389306,284622.3339035191
404196.4581311818,281945.6084683811
408005.0064216933,281053.7803243969
409251.80248105567,291887.4808862277
407041.4984732913,282502.18955654994
403958.8727316293,282461.14536566375
434762.6541220156,282063.6751761349
438119.23982666223,279982.9402961728
434214.679452951,280861.8179767851
433260.84974773804,281452.7733428816
436823.93083695957,279222.0708211271
431598.0601357416,275940.4153448041
432560.90394832153,279699.9620767738
392107.38645329635,290181.27436134993
393868.0961169859,289704.3892618929
392035.4012112829,286806.67061199114
391173.08694335516,287447.8985217768
391334.41335502727,291169.1295934957
390995.57377144246,284993.764966109
395327.59955623664,283405.37657002977
391317.46686644846,284197.9469008819
391293.02165609796,293227.28092634585
399035.525418091,284240.97061481373
389497.7273120983,288091.50930666743
392979.85367832816,291761.42812646105
389932.6252662065,287686.5248488687
389819.67355296784,286915.53994806664
392658.25112444937,293138.95618468587
389257.71220250695,287339.4958003138
400316.3304930817,291916.1236908076
401321.8319960942,286628.10017766344
397180.3535412486,289303.743328309
398975.66947404965,288258.3815414863
399104.4944497606,291705.20518564124
400745.86013851117,290285.6418792032
400906.8255681294,292855.36582923314
402900.622361525,288153.8603939227
396853.347235146,287314.9502379385
412758.3678026086,280830.81102340773
415200.08841079957,278662.0332477002
417037.8566281451,275813.44074169005
417463.7719465562,289221.81700993155
416729.89764075086,287030.0459739878
415908.9981513347,279300.0189151773
415118.59010335593,279947.50583989307
411803.52526009333,278829.996659741
417238.79989260965,289036.8342375229
399625.9710355635,302079.21554460115
400328.8509088499,301427.324045277
401472.7850650594,297278.86687356455
398192.1671088771,298501.66587554896
404138.8431769685,306525.5164640409
407989.9457794798,298186.75793042866
406327.1296636715,295924.02642012836
401674.73627610155,298028.69329417974
405851.5807992506,300211.24043072545
398328.7640422394,300239.3643240945
391636.0164086862,296930.8828274551
392591.2898330596,302200.94225791155
392827.81605673966,301599.3068545348
388606.3746403261,296225.94645861076
388606.3746403261,296225.94645861076
388384.3739922883,298326.60940625245
395413.4997543834,295233.053226619
392821.82062512805,295624.00694738794
388875.3101336672,296756.8683251664
391398.98655363213,303177.1188474234
388688.68690668826,299927.198709967
387956.8142111202,296460.51785331726
387650.49723935674,300092.43520855624
342499.8607357338,391509.5855794111
340560.16704137996,399026.46498719486
347516.2028511945,391303.6643131051
347230.2447857707,392984.38634853926
341055.1229007812,399009.47894944414
343907.681775042,390998.65202151047
342019.91917020944,393969.22511293984
343731.7101813813,385234.3546401565
347352.3077429384,390681.477848528
344106.7002829246,392431.22851709375
335812.68101952126,389620.72658653813
340661.0637123538,392506.48812418606
339750.17707482143,385510.24400956323
338455.3109508719,395391.0822453549
344328.6316886653,383293.56703686103
338904.2938406704,389429.8255122826
340093.142457795,389693.80027354695
334576.8499758068,391086.60606841726
338332.3193664394,397159.8605986074
342605.8520704192,386626.11666133505
340179.1183267158,388269.8993079507
337979.415953696,389067.78861419775
335420.7447485528,390248.74265800713
335532.76296577026,388887.7888798766
338873.30397264543,389630.815292144
341758.9592635207,389790.76304835954
338987.2943608381,392799.4209897881
338837.30980166316,397441.9032941825
340088.1995698237,387858.8537065502
342726.81135741086,388594.92462740216
337300.5104896524,389519.83737823326
342416.8646900175,386546.1894514687
341016.10178580857,392319.2674056392
340869.0603257127,392251.4547904832
339560.269849928,395314.8814814889
336857.51661037817,396619.9121626496
337459.4762064358,388362.80756386096
338534.345072886,387624.05939591414
340585.1032623169,387951.9570717709
339066.29332636856,389182.87287475716
341360.02288983733,387524.0121152589
338171.423735239,386015.14881302766
350102.88852993364,396455.97446471395
352192.58973341726,393699.34630217793
356579.1639611791,395793.95960747317
348546.0423725202,392067.5674228003
352388.6540997653,395882.86064050416
347563.1987406226,393202.4131457608
351388.7290299885,395750.0658509471
349577.96419095795,393308.3730527726
357666.8883181804,395504.2106918279
357975.8909260085,395568.2066026772
356061.0954875862,396891.9739776316
353506.5543458994,394384.0211993455
349519.9340720642,390290.7874460582
336402.49637063773,419270.27431831317
334396.83590460237,399370.61735703185
335037.77464779234,400138.56926075043
335342.68560232036,415366.7057158697
332091.27660069487,398392.48700832017
333511.9439893821,398613.7368877008
330298.2962224981,407729.62027194083
330409.3322844573,406769.68829330517
337385.3618153795,420275.21147530596
335657.6953715743,399352.62743792013
334251.948589475,417512.2440092409
335303.62917263235,417406.5311655513
334061.8832449363,396780.9699103615
336718.653711258,402913.9961012691
336305.52463407564,417531.4804150796
335172.247911306,397996.96828668675
337783.4061187575,401671.3573619289
333152.9974423157,400897.47897676314
333713.8500599768,414826.8395253521
332031.1140326146,399041.6560261479
331958.1300857308,399734.51358158555
329423.60382823914,408820.310804265
331245.250677353,391035.6111221787
331893.18108533294,386466.1656682297
330400.34801522363,391420.5405166368
334529.3129730321,382587.0013818972
332388.1346717294,384219.3936438113
327994.7852561814,389275.66391361976
326745.93125586095,388645.68949689326
327974.6920600826,389432.7332643794
330442.50490828016,393758.13177726476
325987.0068475903,383540.1784701787
332454.1045707641,384514.3967513813
334963.8371020019,379796.9124760851
327355.77473849733,387355.05204367224
321157.5269541655,387179.0034868136
326846.80072999233,389644.69402375486
374279.7925010703,405713.05200915114
372696.9853664414,411008.44471789704
369409.3578413363,410704.361115214
371213.2883126278,407972.471787213
370915.3463408086,409710.2944058887
370473.25232222374,408713.6074327444
372100.0481659395,412227.1961153503
369359.5060757764,406830.7521553029
368170.5528819473,408299.73537813046
375080.67905561335,408723.7143844317
364515.00836928753,410520.4124110049
363679.1009043504,411901.25411402015
372120.04351220804,405770.0375623039
371353.15726838575,405650.03562358674
374717.6766642717,411728.2737320237
362171.31172327464,409950.4747499907
370742.21247272246,415370.81960254756
365481.90294562234,410142.44160218537
371348.1352360963,410197.46023850987
372860.9436421469,408691.6937521529
370335.2319285264,410538.4682546456
371228.1605018112,408423.7054883931
371331.17811348836,407222.847313172
368170.5528819473,408299.73537813046
366522.7402766382,406169.97883843357
373688.87098769844,406591.91891811526
374268.77806355624,405782.97379246645
365422.8816207007,406352.79049993487
364529.0088570605,410727.2281445935
365742.8838912798,405927.9407613439
372699.97448809235,413156.1465342432
372030.05634189764,406616.9246577455
370008.4531049207,410193.22534477094
369887.31425644347,409373.5554338507
369887.31425644347,409373.5554338507
375800.560315347,407632.7677070286
368477.4988123972,408114.6729002736
381830.8107754204,411553.4036742596
382613.73068246816,411550.3374644854
377887.2858795881,410242.55703078804
379480.2598080598,411820.1441247433
377509.344366154,414716.9647631258
381518.8744394822,404827.1370337206
381185.87051391834,408077.7710165058
376146.51976976154,410326.471550944
378860.15601949434,411278.3425420496
380631.9734951884,410421.4834227562
381487.88361622085,411983.36438913643
378658.1653529143,416523.8059436514
380986.92183543445,404718.1173427161
382227.82047832053,403711.3149968294
377641.33695892023,413005.15661357384
380158.06398159295,405587.0041725414
378067.25582268834,415496.83330947586
379563.0512148376,416894.6843726367
379907.0388619025,410563.463477888
380685.0038723286,404522.21947970166
380807.9411802346,406869.96079746605
385309.3809622457,399843.725814747
386979.3403448633,403689.03768695844
387396.1618888634,395070.3378363887
386943.2045115009,401621.5861974097
389027.9444210924,402665.41035515146
385179.4485080117,401837.4817923539
388749.96616387996,397283.0743453389
384681.4578223922,403730.30658155604
388693.9918711564,397884.02246557525
380987.9901053804,388657.08560650994
385350.54396732594,396168.9480893602
383086.6996217985,395610.27457610227
388522.09630073886,400145.53393775126
386045.3469059098,396576.1062567509
385645.4871572353,394654.16145254
383728.9510311114,396939.0085453449
388322.0401033888,400143.6877715611
382772.75255213,391709.7265186147
385254.45492448873,391101.77094694675
387041.158104197,403415.3222358624
388625.14755178604,403385.21085719025
384999.4514281536,399232.86742832005
383180.71228930936,396955.0750608156
381218.96151495137,394489.3225571665
386819.2322000959,398156.9661421342
386127.29271850956,395930.2202395054
385289.46828273695,392597.6279443048
382572.8087565245,393065.37490591186
384336.55922928295,394000.42830640054
385219.4759594413,394545.3429040623
383228.6681137843,395015.29452123685
384827.48207323917,392746.58986340294
387413.1324438136,402365.4116945046
383478.6724829417,392195.6731651768
385649.3446922133,404558.2496959383
382273.808739493,392177.6662148519
394263.2738410796,405925.1133273761
393440.3492385941,409935.59836249327
391131.6747992712,406053.9949984486
391416.6352639262,409564.6275031849
391873.6005963416,404337.3007464698
390260.7755838855,405083.1180841927
390752.6999274365,403529.2967445365
394107.30298263824,405324.15170899226
391842.5917174428,404609.2304182912
389820.79669793637,405448.1433709496
391859.5831781997,403702.3542476226
393515.3253693202,408910.72369054804
389236.8416759557,411896.3161791406
393468.3056665407,417054.7131169326
386978.16870763886,404874.2203291689
387959.03816841886,410748.48180097714
385634.32803397585,411327.4578943521
386331.2642341989,411258.4151883262
385960.42741649185,406724.7730411745
391164.62333435426,412706.27500018483
385631.33858699485,409565.5869522339
388836.918601014,414398.01190633053
390788.6867297678,410446.5261396673
392956.41119212715,413206.18624262087
392711.48797613627,415138.7540442769
371057.3001227669,404511.01946543326
376615.5450275397,398218.86936102615
381190.94418886455,400218.74140497675
376428.56385616673,398661.8776519351
382759.89874551,398996.6581250754
381482.87614158005,397815.97571780893
382899.6862895932,401177.61484264774
383414.6599193294,402111.44143107516
388178.07481094147,389810.98095498164
389230.9616216011,385232.5197713926
384560.5565737221,387398.22780461196
389141.94568279444,393633.4542531165
386239.3262830846,386645.31097456225
389025.96974874166,388405.09579639434
396583.0551537195,389597.0274510687
390753.79733730736,388319.097805242
392929.48490817647,390693.8858801685
394113.3688627711,389026.0086828447
389812.8792051358,385620.46251866437
386802.27329125867,384822.49883756804
388609.00078420655,391734.7166588356
386487.0481610242,387955.00523041026
386238.3220078735,390632.82712566614
388014.0825519134,392046.65560762957
388110.11352658144,384409.57457683585
387545.16787650355,392215.6152139448
398050.83853350446,394507.44254621654
396188.0721618536,398050.0353341905
393886.3452734649,398361.9226427904
397069.92019905255,402014.49328972434
393206.4570430616,395853.2533691162
393096.4523718394,399221.9033443665
394500.2633415325,395806.4878045278
392408.5414491391,394958.31004728173
394507.26443943335,396107.08552351006
394923.1826902608,396795.09056295885
377031.48700733774,390865.82235785044
374876.71398644714,394811.2847487056
379798.1067523203,394955.2662658716
379474.19088364556,394787.3486602164
376973.5301432804,390536.82778953644
377723.38747318607,389641.8680585653
376145.58192799526,394818.2955053094
382501.7857874517,396370.1791973564
377985.38562799036,395293.2904606678
377782.3479372329,394786.3061180129
376570.57396548573,386731.2275931429
376415.597920386,388073.1199760406
378445.98898422817,392122.88749827916
