input_row,standard_postcode,TOT_PERS1115jul,OCC_HH1115jul,X_BNG1115jul,Y_BNG1115jul,input_postcode 
6154,WA3 6JS ,13.0,6.0,369572,391033,WA3 6JS
6156,WA1 4QL ,87.0,33.0,364575,389744,WA1 4QL
6157,WA5 4PN ,50.0,22.0,356435,392744,WA5 4PN
6158,WA3 7BD ,28.0,11.0,363880,394321,WA3 7BD
6159,WA1 3LB ,2.0,2.0,362582,389621,WA1 3LB
6160,WA1 4PQ ,35.0,18.0,364495,389567,WA1 4PQ
6161,WA8 6EL ,8.0,4.0,351464,386279,WA8 6EL
6162,WA8 6EL ,8.0,4.0,351464,386279,WA8 6EL
6163,WA5 2AU ,4.0,2.0,356297,388302,WA5 2AU
6164,WA5 2PN ,39.0,0.0,356496,387213,WA5 2PN
6166,WA7 2TP ,3.0,0.0,354278,380699,WA7 2TP
6167,WA6 7QP ,14.0,8.0,352114,377745,WA6 7QP
6169,WA2 0SF ,99.0,52.0,362853,391525,WA2 0SF
6170,WA4 4NT ,14.0,4.0,361964,382750,WA4 4NT
6172,CH2 3AD ,122.0,0.0,341728,366881,CH2 3AD
6174,CW7 2JS ,50.0,20.0,363929,365954,CW7 2JS
6175,CW9 8JW ,30.0,12.0,365721,370828,CW9 8JW
6176,CH1 5UU ,27.0,13.0,338838,368408,CH1 5UU
6177,CW9 5QQ ,18.0,8.0,366300,373822,CW9 5QQ
6178,WA8 4SZ ,6.0,2.0,348452,387035,WA8 4SZ
6180,WA8 0BW ,9.0,1.0,352823,386416,WA8 0BW
6183,CH1 5JH ,97.0,36.0,337731,367816,CH1 5JH
6184,CW109BU ,28.0,10.0,370167,366052,CW10 9BU
6187,CH2 1NN ,90.0,37.0,341822,368864,CH2 1NN
6188,SY148JD ,21.0,8.0,349020,348103,SY14 8JD
6191,SK121PU ,40.0,22.0,392552,383039,SK12 1PU
6195,CH657AQ ,132.0,51.0,339029,375251,CH65 7AQ
6197,WA4 1RX ,40.0,19.0,362626,387933,WA4 1RX
6199,SK237QU ,42.0,21.0,398827,379697,SK23 7QU
6201,SK105RT ,37.0,17.0,394534,378901,SK10 5RT
6202,CH2 3HR ,37.0,19.0,342070,367185,CH2 3HR
6204,CH2 2HJ ,58.0,26.0,341421,368126,CH2 2HJ
6206,CW4 8BT ,10.0,0.0,379596,370110,CW4 8BT
6209,SK9 5EG ,67.0,42.0,384493,381216,SK9 5EG
6211,WA160DP ,47.0,17.0,374933,378284,WA16 0DP
6212,SK9 5DW ,11.0,1.0,383664,381887,SK9 5DW
6213,CH2 4ES ,152.0,24.0,343124,369198,CH2 4ES
6214,CW9 6HN ,10.0,4.0,365485,378341,CW9 6HN
6215,CH3 6EN ,16.0,3.0,344351,361929,CH3 6EN
6218,CH3 5UX ,84.0,36.0,341931,365391,CH3 5UX
6219,WA1 4LS ,35.0,12.0,363872,389496,WA1 4LS
6220,WA1 4LS ,35.0,12.0,363872,389496,WA1 4LS
6221,WA4 2TE ,3.0,0.0,365469,387596,WA4 2TE
6222,SK9 7UD ,188.0,1.0,381051,376707,SK9 7UD
6223,WA1 4JL ,61.0,24.0,363561,389644,WA1 4JL
6224,CW8 1LD ,2.0,1.0,364945,372477,CW8 1LD
6226,CW7 4EJ ,1.0,1.0,363141,365036,CW7 4EJ
6228,SK118JR ,62.0,27.0,390892,372852,SK11 8JR
6229,CH657AQ ,132.0,51.0,339029,375251,CH65 7AQ
6230,CH2 1HD ,58.0,24.0,341045,368891,CH2 1HD
6232,WA8 7HF ,60.0,27.0,350051,386223,WA8 7HF
6233,WA8 7HG ,63.0,29.0,349945,386232,WA8 7HG
6234,WA8 3JA ,33.0,15.0,352948,386807,WA8 3JA
6235,CH662NA ,2.0,1.0,337936,374727,CH66 2NA
6238,TS273AP ,19.0,9.0,446866,535046,TS27 3AP
6241,TS123DU ,56.0,26.0,467258,516246,TS12 3DU
6242,TS123BL ,8.0,1.0,465918,516637,TS12 3BL
6243,TS225LN ,64.0,25.0,445075,525574,TS22 5LN
6246,TS183JB ,109.0,44.0,444026,518286,TS18 3JB
6248,TS190TS ,91.0,38.0,442357,520087,TS19 0TS
6249,TS201QY ,82.0,36.0,443688,521645,TS20 1QY
6250,TS178PW ,16.0,6.0,445175,516847,TS17 8PW
6251,TS160NG ,32.0,15.0,441367,514126,TS16 0NG
6252,TS116AE ,9.0,3.0,463031,522337,TS11 6AE
6253,TS159LX ,41.0,12.0,443249,509953,TS15 9LX
6254,TS159RJ ,109.0,53.0,443268,512530,TS15 9RJ
6255,TS148DW ,15.0,6.0,459690,515306,TS14 8DW
6256,TS4 3AP ,21.0,6.0,450148,518016,TS4 3AP
6257,TS1 5NQ ,50.0,19.0,448829,520053,TS1 5NQ
6259,TS5 7NJ ,43.0,16.0,449327,517062,TS5 7NJ
6260,TS5 8SQ ,18.0,8.0,448066,515886,TS5 8SQ
6261,TS4 2DS ,15.0,4.0,450511,519636,TS4 2DS
6262,TS268RL ,6.0,1.0,450331,532718,TS26 8RL
6263,TS7 0AG ,53.0,19.0,453029,515349,TS7 0AG
6264,TS7 8LP ,37.0,19.0,451895,514723,TS7 8LP
6265,TS7 8RH ,27.0,11.0,450988,515986,TS7 8RH
6266,TS252LY ,15.0,7.0,449515,529006,TS25 2LY
6267,TS255JR ,58.0,26.0,449586,531046,TS25 5JR
6268,TS6 0BZ ,71.0,28.0,454218,518758,TS6 0BZ
6269,TS6 0RZ ,12.0,5.0,455297,518207,TS6 0RZ
6271,TS104HS ,54.0,20.0,459869,522895,TS10 4HS
6272,TS103PG ,70.0,29.0,461512,524200,TS10 3PG
6273,TS102JZ ,27.0,16.0,461301,523954,TS10 2JZ
6274,TS6 8DY ,20.0,11.0,457310,519790,TS6 8DY
6276,TS273PN ,24.0,9.0,448528,535352,TS27 3PN
6277,TS201SN ,85.0,34.0,444243,522767,TS20 1SN
6278,TS249SD ,62.0,28.0,448776,535956,TS24 9SD
6283,TS7 9JF ,4.0,1.0,453596,517566,TS7 9JF
6284,TS3 0AA ,4.0,1.0,452042,517492,TS3 0AA
6286,TS6 8AD ,4.0,1.0,455640,519306,TS6 8AD
6287,TS104JH ,38.0,15.0,460338,523850,TS10 4JH
6289,TS104HH ,3.0,1.0,459646,523110,TS10 4HH
6290,TS254JY ,53.0,0.0,448927,531117,TS25 4JY
6291,TS253JL ,5.0,1.0,449444,529790,TS25 3JL
6293,TS6 7JA ,13.0,13.0,455185,520310,TS6 7JA
6294,TS117BL ,3.0,1.0,463656,522279,TS11 7BL
6295,TS170RJ ,12.0,5.0,444902,514484,TS17 0RJ
6296,TS102PU ,59.0,28.0,461230,523109,TS10 2PU
6298,TS253PU ,3.0,1.0,448906,529399,TS25 3PU
6299,TS147BS ,55.0,21.0,461637,515168,TS14 7BS
6300,TS121HJ ,19.0,9.0,465947,520925,TS12 1HJ
6301,TS118BN ,11.0,4.0,461966,520802,TS11 8BN
6302,TS225BX ,18.0,8.0,444784,524576,TS22 5BX
6303,TS190FB ,19.0,11.0,443685,520838,TS19 0FB
6304,TS179DB ,3.0,2.0,445980,516489,TS17 9DB
6305,TS273EG ,72.0,33.0,445376,532403,TS27 3EG
6306,TS101QY ,5.0,1.0,459325,524980,TS10 1QY
6307,TS252EU ,48.0,15.0,449373,527462,TS25 2EU
6308,TS122UW ,96.0,37.0,468156,519994,TS12 2UW
6309,TS232BS ,14.0,4.0,445428,524384,TS23 2BS
6311,TS201HR ,38.0,17.0,444276,521827,TS20 1HR
6312,TS197PL ,4.0,1.0,441570,519355,TS19 7PL
6313,TS268NL ,16.0,8.0,449631,533129,TS26 8NL
6314,TS255AJ ,4.0,2.0,450552,531166,TS25 5AJ
6316,TS253BG ,21.0,10.0,449736,529659,TS25 3BG
6317,TS240DX ,52.0,25.0,452011,534439,TS24 0DX
6319,TS211DL ,20.0,11.0,438126,516407,TS21 1DL
6320,TS3 7HD ,35.0,13.0,451581,517899,TS3 7HD
6321,TS211JD ,9.0,4.0,437786,523643,TS21 1JD
6323,TS121HJ ,19.0,9.0,465947,520925,TS12 1HJ
6325,TS260LQ ,5.0,2.0,448514,532847,TS26 0LQ
6326,TS5 8PB ,54.0,25.0,447908,516785,TS5 8PB
6327,TS201DX ,26.0,15.0,444473,522218,TS20 1DX
6330,TS159ES ,4.0,1.0,441974,512137,TS15 9ES
6333,TS104QR ,4.0,2.0,459516,521847,TS10 4QR
6334,TS260TB ,79.0,38.0,449196,533731,TS26 0TB
6337,TR208XR ,8.0,4.0,145215,34175,TR20 8XR
6338,TR170DG ,39.0,17.0,152444,30791,TR17 0DG
6339,TR183JZ ,19.0,10.0,145812,31092,TR18 3JZ
6341,TR196HD ,3.0,2.0,138517,24279,TR19 6HD
6342,TR209QY ,29.0,11.0,158369,29272,TR20 9QY
6343,TR115SE ,105.0,49.0,180233,36443,TR11 5SE
6344,TR130NG ,24.0,10.0,168640,27956,TR13 0NG
6346,TR165LG ,18.0,9.0,173055,42136,TR16 5LG
6347,TR164AY ,18.0,8.0,170415,43504,TR16 4AY
6348,TR4 8RW ,60.0,22.0,176097,40408,TR4 8RW
6349,TR275LA ,34.0,14.0,161021,37348,TR27 5LA
6350,TR274AH ,38.0,7.0,156157,36981,TR27 4AH
6351,TR3 7DH ,16.0,7.0,173233,37007,TR3 7DH
6353,TR3 7LA ,5.0,3.0,177299,39012,TR3 7LA
6354,TR4 9QD ,24.0,7.0,178813,53788,TR4 9QD
6355,TR4 9BJ ,29.0,13.0,184654,50035,TR4 9BJ
6356,TR3 6PA ,63.0,23.0,179390,39322,TR3 6PA
6358,TR8 5HE ,13.0,5.0,178686,58051,TR8 5HE
6361,PL267YH ,46.0,22.0,196174,55932,PL26 7YH
6362,PL305PS ,68.0,21.0,196925,64989,PL30 5PS
6363,PL304JX ,27.0,14.0,210713,72920,PL30 4JX
6364,PL304BN ,30.0,11.0,212314,68875,PL30 4BN
6365,PL293RT ,80.0,24.0,199983,80507,PL29 3RT
6366,PL305HE ,20.0,8.0,203805,64065,PL30 5HE
6367,PL305JZ ,59.0,21.0,203865,66721,PL30 5JZ
6368,PL312PH ,142.0,56.0,206029,67262,PL31 2PH
6370,PL350AU ,12.0,8.0,209932,90770,PL35 0AU
6371,EX239QU ,21.0,6.0,225123,110943,EX23 9QU
6372,PL159PH ,55.0,25.0,234288,78266,PL15 9PH
6373,PL157LY ,116.0,49.0,229477,76918,PL15 7LY
6374,PL329YW ,20.0,6.0,215439,91793,PL32 9YW
6375,PL304LX ,29.0,15.0,209661,76922,PL30 4LX
6376,PL303JX ,36.0,15.0,206317,80771,PL30 3JX
6377,EX226TH ,30.0,14.0,226486,98493,EX22 6TH
6378,EX230BR ,30.0,12.0,219814,95838,EX23 0BR
6380,PL157LE ,15.0,7.0,230629,81733,PL15 7LE
6381,PL157EU ,59.0,25.0,229833,83804,PL15 7EU
6382,EX238DR ,10.0,6.0,221547,106376,EX23 8DR
6383,PL189QL ,22.0,8.0,243729,68650,PL18 9QL
6384,PL101LR ,25.0,10.0,242951,51227,PL10 1LR
6385,PL145EA ,8.0,2.0,225046,68368,PL14 5EA
6386,PL145PG ,35.0,10.0,229040,70050,PL14 5PG
6387,PL146NL ,52.0,27.0,218719,67716,PL14 6NL
6390,PL112LU ,5.0,2.0,243687,55483,PL11 2LU
6391,PL112NH ,18.0,8.0,243254,55258,PL11 2NH
6393,PL143QY ,35.0,14.0,229027,62745,PL14 3QY
6394,TR114HU ,111.0,52.0,180124,31936,TR11 4HU
6396,EX239AP ,83.0,32.0,222660,106442,EX23 9AP
6397,PL255DS ,29.0,17.0,200792,52020,PL25 5DS
6398,TR115TX ,66.0,35.0,180910,33902,TR11 5TX
6400,EX239PE ,19.0,8.0,223042,114961,EX23 9PE
6401,TR208SP ,30.0,13.0,145344,31857,TR20 8SP
6402,TR184HP ,28.0,15.0,147061,29806,TR18 4HP
6403,TR115HQ ,108.0,45.0,177922,28371,TR11 5HQ
6404,PL277RN ,72.0,33.0,193042,71756,PL27 7RN
6405,PL126SU ,24.0,10.0,240454,67662,PL12 6SU
6406,PL126RN ,20.0,9.0,238561,65963,PL12 6RN
6407,PL131QA ,22.0,8.0,228371,58865,PL13 1QA
6408,PL124PA ,189.0,73.0,242526,58310,PL12 4PA
6411,PL112NH ,18.0,8.0,243254,55258,PL11 2NH
6413,PL267RN ,1.0,1.0,194358,52756,PL26 7RN
6415,TR151TA ,3.0,1.0,169182,42323,TR15 1TA
6417,TR197JX ,18.0,10.0,136571,31468,TR19 7JX
6421,PL158HN ,78.0,32.0,232746,85266,PL15 8HN
6422,PL242HZ ,11.0,4.0,207202,53762,PL24 2HZ
6423,TR4 9AE ,14.0,5.0,183770,47258,TR4 9AE
6424,TR1 1TH ,7.0,3.0,183226,44523,TR1 1TH
6426,TR1 3QN ,16.0,6.0,180230,45248,TR1 3QN
6427,TR274HY ,138.0,54.0,155568,36485,TR27 4HY
6429,LA184JE ,33.0,1.0,317120,480026,LA18 4JE
6431,LA9 4PH ,34.0,9.0,351074,492943,LA9 4PH
6432,LA142RX ,71.0,36.0,319884,468247,LA14 2RX
6433,LA145TS ,7.0,2.0,319316,469943,LA14 5TS
6434,CA2 4JE ,50.0,24.0,340832,553889,CA2 4JE
6435,CA144PJ ,37.0,4.0,300956,524425,CA14 4PJ
6436,LA139HU ,84.0,46.0,321153,470050,LA13 9HU
6437,CA156QG ,28.0,13.0,308321,543381,CA15 6QG
6439,CA4 9PW ,17.0,6.0,350467,546466,CA4 9PW
6440,CA6 6PF ,16.0,7.0,352090,577361,CA6 6PF
6441,CA7 3RL ,31.0,12.0,317968,541559,CA7 3RL
6442,CA5 6AP ,21.0,7.0,332759,559016,CA5 6AP
6443,CA2 6BD ,16.0,5.0,338920,553281,CA2 6BD
6444,CA4 8DU ,36.0,17.0,345348,552689,CA4 8DU
6445,CA5 6NA ,71.0,32.0,332850,554113,CA5 6NA
6446,CA110TP ,4.0,2.0,344017,530807,CA11 0TP
6447,CA156QZ ,6.0,2.0,310517,547096,CA15 6QZ
6448,CA6 4NJ ,79.0,29.0,349651,561407,CA6 4NJ
6449,CA7 5JR ,28.0,12.0,323003,556011,CA7 5JR
6450,CA9 3LS ,24.0,12.0,377805,543953,CA9 3LS
6452,CA118NU ,35.0,14.0,351583,529352,CA11 8NU
6453,CA110QU ,54.0,22.0,342614,527617,CA11 0QU
6454,CA119PA ,85.0,30.0,349249,536960,CA11 9PA
6455,CA119SE ,73.0,23.0,343611,535456,CA11 9SE
6456,CA5 7AT ,6.0,2.0,340253,549624,CA5 7AT
6457,CA5 6PN ,78.0,32.0,332730,550029,CA5 6PN
6458,CA7 9PG ,21.0,13.0,325591,548196,CA7 9PG
6459,CA7 9JR ,86.0,36.0,325450,547710,CA7 9JR
6460,CA7 3BQ ,2.0,1.0,314998,542066,CA7 3BQ
6461,CA124QH ,43.0,20.0,322751,531678,CA12 4QH
6462,CA157RZ ,9.0,4.0,305382,533473,CA15 7RZ
6463,CA158BT ,3.0,2.0,303438,535845,CA15 8BT
6464,CA157NE ,16.0,7.0,304240,535831,CA15 7NE
6465,CA156JN ,54.0,21.0,303966,537134,CA15 6JN
6466,CA158HN ,102.0,44.0,303930,535699,CA15 8HN
6468,CA7 2PY ,52.0,23.0,311875,540376,CA7 2PY
6470,CA143XB ,28.0,16.0,299799,527991,CA14 3XB
6472,CA143JG ,35.0,0.0,300686,528133,CA14 3JG
6474,CA263XA ,49.0,23.0,305001,518848,CA26 3XA
6477,LA184HA ,23.0,9.0,315957,478751,LA18 4HA
6478,CA286QS ,29.0,9.0,298672,522180,CA28 6QS
6480,LA185DT ,21.0,9.0,316791,479997,LA18 5DT
6481,CA243JW ,4.0,3.0,300309,514296,CA24 3JW
6482,CA288UX ,17.0,5.0,299607,519654,CA28 8UX
6483,CA201LZ ,13.0,9.0,304202,501620,CA20 1LZ
6484,CA270AA ,108.0,40.0,297152,511687,CA27 0AA
6485,CA222SJ ,25.0,10.0,301084,508780,CA22 2SJ
6486,LA185HP ,38.0,18.0,318102,485388,LA18 5HP
6488,CA289PQ ,2.0,1.0,296798,516698,CA28 9PQ
6489,CA289DT ,97.0,48.0,297164,517090,CA28 9DT
6491,CA166AW ,114.0,42.0,363903,523048,CA16 6AW
6492,CA174EW ,68.0,31.0,379431,514080,CA17 4EW
6493,CA102EG ,24.0,10.0,353437,526628,CA10 2EG
6494,LA6 1QA ,48.0,21.0,352475,478973,LA6 1QA
6495,CA174AE ,13.0,4.0,377628,508397,CA17 4AE
6496,CA101UU ,2.0,1.0,363568,526009,CA10 1UU
6497,CA166BT ,8.0,3.0,366394,524590,CA16 6BT
6498,CA101TN ,72.0,29.0,365582,529294,CA10 1TN
6499,LA7 7QF ,138.0,64.0,349855,481301,LA7 7QF
6500,LA9 7JH ,56.0,26.0,352220,491465,LA9 7JH
6502,LA158RX ,50.0,22.0,323083,474345,LA15 8RX
6503,LA120NB ,3.0,1.0,324869,476308,LA12 0NB
6504,LA130LT ,5.0,3.0,323019,471531,LA13 0LT
6505,LA220NT ,16.0,5.0,335273,498062,LA22 0NT
6506,LA129JU ,33.0,10.0,328604,476770,LA12 9JU
6507,LA129JU ,33.0,10.0,328604,476770,LA12 9JU
6509,LA141BG ,17.0,7.0,320412,469252,LA14 1BG
6510,LA130HF ,66.0,31.0,322405,469305,LA13 0HF
6511,LA141AN ,27.0,14.0,320128,469525,LA14 1AN
6515,LA143BZ ,10.0,4.0,318361,468194,LA14 3BZ
6516,LA144PG ,6.0,3.0,320981,472149,LA14 4PG
6518,CA1 3LX ,41.0,17.0,342006,554248,CA1 3LX
6522,CA2 6DX ,68.0,21.0,338458,554667,CA2 6DX
6523,CA2 6DX ,68.0,21.0,338458,554667,CA2 6DX
6526,CA3 0ES ,36.0,15.0,339125,558526,CA3 0ES
6527,CA1 2JB ,28.0,13.0,340897,555273,CA1 2JB
6528,LA120BD ,32.0,22.0,328977,478056,LA12 0BD
6530,LA158SE ,40.0,16.0,323041,474412,LA15 8SE
6531,CA7 4DR ,6.0,4.0,311152,553973,CA7 4DR
6533,CA2 7BE ,1.0,1.0,339081,555736,CA2 7BE
6534,CA7 8HF ,7.0,3.0,332091,539571,CA7 8HF
6536,LA143TN ,82.0,27.0,317579,469219,LA14 3TN
6539,LA139ET ,25.0,7.0,321383,470237,LA13 9ET
6540,CA7 8PA ,56.0,26.0,323761,544352,CA7 8PA
6541,CA5 7LN ,2.0,2.0,337014,550308,CA5 7LN
6542,CA4 0HU ,45.0,21.0,347616,544302,CA4 0HU
6543,CA7 4RU ,31.0,11.0,317122,550733,CA7 4RU
6545,CA7 1DS ,53.0,20.0,323850,538671,CA7 1DS
6546,CA5 6HX ,15.0,6.0,330936,556418,CA5 6HX
6547,CA101EN ,16.0,7.0,355565,541519,CA10 1EN
6548,CA8 2HL ,11.0,4.0,356048,563861,CA8 2HL
6549,CA101ND ,91.0,37.0,356759,534039,CA10 1ND
6550,CA8 2BB ,33.0,13.0,355456,567930,CA8 2BB
6551,CA5 7DD ,48.0,22.0,337936,545543,CA5 7DD
6552,CA6 4AA ,126.0,48.0,335966,561643,CA6 4AA
6554,CA4 0RL ,54.0,24.0,343626,549087,CA4 0RL
6555,LA8 8PU ,24.0,14.0,348765,485967,LA8 8PU
6556,LA8 0NQ ,15.0,6.0,355850,488697,LA8 0NQ
6557,LA8 9PH ,57.0,30.0,346810,498505,LA8 9PH
6558,LA7 7JA ,25.0,11.0,347507,480122,LA7 7JA
6559,CA101RZ ,68.0,27.0,361151,527007,CA10 1RZ
6560,CA166EX ,74.0,34.0,367935,513022,CA16 6EX
6562,CA130PG ,11.0,5.0,310543,533432,CA13 0PG
6564,CA139BH ,19.0,7.0,312916,530691,CA13 9BH
6566,CA156JN ,54.0,21.0,303966,537134,CA15 6JN
6567,CA7 2DQ ,8.0,3.0,314542,538999,CA7 2DQ
6568,CA124RX ,50.0,27.0,331862,525472,CA12 4RX
6569,CA141HA ,21.0,9.0,301432,530416,CA14 1HA
6570,LA218AL ,6.0,3.0,330510,497702,LA21 8AL
6571,LA117JF ,45.0,20.0,340195,477591,LA11 7JF
6572,LA177UH ,2.0,1.0,323291,482649,LA17 7UH
6573,LA117RD ,10.0,5.0,338595,476866,LA11 7RD
6574,LA116PR ,14.0,10.0,338161,478742,LA11 6PR
6575,LA120RR ,33.0,14.0,326493,477145,LA12 0RR
6576,LA116LE ,32.0,18.0,341570,480480,LA11 6LE
6578,LA142JN ,31.0,16.0,320302,468885,LA14 2JN
6579,LA195TG ,8.0,3.0,310740,488272,LA19 5TG
6580,CA233AR ,46.0,22.0,306990,515804,CA23 3AR
6581,CA201AZ ,33.0,12.0,307311,503574,CA20 1AZ
6583,CA286NY ,48.0,20.0,297864,520493,CA28 6NY
6584,CA287PZ ,35.0,17.0,297651,518453,CA28 7PZ
6586,LA120TA ,41.0,16.0,326871,474273,LA12 0TA
6587,CA6 4ES ,2.0,1.0,339452,562508,CA6 4ES
6588,CA119QT ,44.0,17.0,346818,540132,CA11 9QT
6589,CA101QL ,84.0,33.0,361173,529869,CA10 1QL
6590,CA4 0PA ,60.0,29.0,341832,543211,CA4 0PA
6591,CA119EL ,1.0,1.0,351287,530612,CA11 9EL
6592,CA7 8AU ,21.0,7.0,331639,547615,CA7 8AU
6593,CA110ET ,15.0,8.0,348351,528040,CA11 0ET
6595,CA7 0JR ,66.0,26.0,329737,553005,CA7 0JR
6597,LA7 7AS ,35.0,11.0,349738,479415,LA7 7AS
6598,LA9 6QR ,8.0,4.0,350546,495629,LA9 6QR
6599,CA103JJ ,3.0,1.0,362207,514928,CA10 3JJ
6601,LA8 8HT ,13.0,6.0,344279,491323,LA8 8HT
6602,LA8 0HH ,21.0,11.0,354203,485323,LA8 0HH
6603,LA229SJ ,13.0,7.0,333847,507312,LA22 9SJ
6604,LA8 9BU ,96.0,40.0,357886,497171,LA8 9BU
6605,LA229JE ,22.0,10.0,332175,505343,LA22 9JE
6606,LA9 5PP ,40.0,16.0,351164,493800,LA9 5PP
6608,CA103AT ,8.0,4.0,359713,522195,CA10 3AT
6609,LA9 7QH ,80.0,34.0,352340,489457,LA9 7QH
6610,CA110NL ,16.0,6.0,339428,516068,CA11 0NL
6611,LA8 9LB ,11.0,4.0,354036,498855,LA8 9LB
6612,CA103NL ,26.0,11.0,356292,515061,CA10 3NL
6613,LA105QJ ,53.0,27.0,370368,487086,LA10 5QJ
6615,CA125XG ,41.0,20.0,325864,513965,CA12 5XG
6616,CA130DG ,42.0,18.0,311748,530244,CA13 0DG
6617,CA144TH ,79.0,32.0,307177,525429,CA14 4TH
6618,CA158HN ,102.0,44.0,303930,535699,CA15 8HN
6621,CA142DW ,8.0,3.0,300008,529021,CA14 2DW
6622,LA9 5HB ,28.0,14.0,351416,491514,LA9 5HB
6623,CA102HT ,13.0,2.0,354037,523370,CA10 2HT
6624,LA116RS ,37.0,16.0,343164,484137,LA11 6RS
6625,LA232DD ,8.0,4.0,341113,497748,LA23 2DD
6626,CA212YD ,3.0,2.0,301835,506840,CA21 2YD
6627,CA222BD ,4.0,2.0,300773,510775,CA22 2BD
6628,CA191TW ,10.0,4.0,313660,500280,CA19 1TW
6629,CA263PX ,23.0,14.0,303546,517322,CA26 3PX
6630,LA184AS ,18.0,10.0,317711,480226,LA18 4AS
6631,LA195YJ ,40.0,19.0,310540,493398,LA19 5YJ
6632,CA289PG ,3.0,2.0,296711,516569,CA28 9PG
6633,CA288AJ ,34.0,14.0,298003,516937,CA28 8AJ
6634,LA128QF ,36.0,15.0,335358,484432,LA12 8QF
6636,LA120EA ,1.0,1.0,328583,477678,LA12 0EA
6637,LA127EN ,47.0,17.0,328825,478630,LA12 7EN
6640,LA143AD ,46.0,18.0,318404,468472,LA14 3AD
6641,LA144AA ,40.0,15.0,319496,471425,LA14 4AA
6642,LA139LR ,32.0,11.0,321188,470542,LA13 9LR
6643,CA2 7DS ,13.0,5.0,338484,555509,CA2 7DS
6644,CA1 2UE ,84.0,42.0,342112,555808,CA1 2UE
6645,CA2 4JD ,30.0,12.0,340722,553935,CA2 4JD
6646,CA166NX ,36.0,15.0,374783,515611,CA16 6NX
6647,CA7 3EZ ,2.0,1.0,314246,541797,CA7 3EZ
6648,CA7 4DD ,2.0,2.0,311218,553889,CA7 4DD
6652,LA218EW ,24.0,9.0,330280,497393,LA21 8EW
6659,LA139LE ,2.0,1.0,321669,471083,LA13 9LE
6661,CA8 9HR ,86.0,42.0,350734,557711,CA8 9HR
6662,CA4 8AT ,73.0,33.0,343784,555383,CA4 8AT
6663,CA4 8RE ,41.0,20.0,347393,556872,CA4 8RE
6665,LA144HF ,45.0,18.0,320649,471339,LA14 4HF
6666,CA166TX ,13.0,5.0,368722,520749,CA16 6TX
6668,LA117LE ,67.0,29.0,336381,475735,LA11 7LE
6669,LA158QR ,58.0,21.0,322993,473424,LA15 8QR
6670,CA7 5AF ,89.0,43.0,322273,562702,CA7 5AF
6671,LA167EY ,13.0,4.0,322301,477709,LA16 7EY
6672,CA8 2NJ ,73.0,33.0,358054,559628,CA8 2NJ
6673,CA103RG ,51.0,25.0,362428,508314,CA10 3RG
6674,CA6 6AY ,27.0,8.0,344212,565434,CA6 6AY
6675,CA158PJ ,58.0,25.0,302326,534062,CA15 8PJ
6676,CA118EN ,22.0,14.0,352029,530506,CA11 8EN
6677,CA5 7BX ,130.0,16.0,337160,547464,CA5 7BX
6678,LA6 2SG ,152.0,1.0,362586,479724,LA6 2SG
6679,LA231NW ,84.0,0.0,340798,500215,LA23 1NW
6680,LA105RY ,418.0,0.0,365785,491831,LA10 5RY
6681,LA116SD ,48.0,5.0,343592,486013,LA11 6SD
6682,CA3 9PB ,2.0,1.0,339168,557337,CA3 9PB
6683,LA2 7DD ,14.0,5.0,364525,469349,LA2 7DD
6684,CA118UA ,5.0,2.0,353452,529607,CA11 8UA
6685,LA6 2DZ ,40.0,2.0,361309,480346,LA6 2DZ
6687,LA9 6JG ,16.0,13.0,352469,493100,LA9 6JG
6690,SK132DW ,60.0,26.0,402114,395894,SK13 2DW
6691,SK130LU ,27.0,12.0,401098,394626,SK13 0LU
6692,DE249AX ,25.0,12.0,436803,332625,DE24 9AX
6693,DE1 3LR ,36.0,12.0,434634,336752,DE1 3LR
6694,DE238PE ,89.0,31.0,435284,333875,DE23 8PE
6695,DE238QJ ,114.0,26.0,435108,334220,DE23 8QJ
6696,DE236TJ ,123.0,34.0,434622,334948,DE23 6TJ
6697,SK224AQ ,5.0,4.0,399940,385502,SK22 4AQ
6698,DE5 3HE ,27.0,11.0,439489,350130,DE5 3HE
6699,DE1 1GJ ,38.0,18.0,434095,336426,DE1 1GJ
6701,SK179QT ,78.0,27.0,413475,368634,SK17 9QT
6702,NG166NA ,7.0,2.0,445690,355134,NG16 6NA
6703,DE552JB ,88.0,37.0,444189,356460,DE55 2JB
6704,DE557JA ,109.0,56.0,441213,355419,DE55 7JA
6705,DE557HA ,190.0,80.0,442061,355422,DE55 7HA
6706,DE557BW ,2.0,1.0,441111,355476,DE55 7BW
6707,DE557JA ,109.0,56.0,441213,355419,DE55 7JA
6708,DE554EW ,84.0,41.0,442454,352787,DE55 4EW
6709,DE554BW ,37.0,14.0,442689,352706,DE55 4BW
6710,DE551BZ ,67.0,29.0,440045,353039,DE55 1BZ
6711,S45 0AU ,30.0,14.0,434703,363340,S45 0AU
6712,DE722UH ,32.0,16.0,441435,329658,DE72 2UH
6713,S44 5PF ,38.0,15.0,446385,366078,S44 5PF
6714,S33 0AR ,23.0,8.0,420840,383572,S33 0AR
6715,S43 4ET ,4.0,3.0,447607,377297,S43 4ET
6717,DE555TL ,42.0,20.0,444368,359323,DE55 5TL
6718,DE555AF ,6.0,2.0,442247,358302,DE55 5AF
6720,S44 6AF ,39.0,13.0,446929,373159,S44 6AF
