input_row,standard_postcode,TOT_PERS1115jul,OCC_HH1115jul,X_BNG1115jul,Y_BNG1115jul,input_postcode 
17069,TW153DU ,26.0,8.0,506351,172252,TW15 3DU
17070,KT245JR ,12.0,3.0,512035,153954,KT24 5JR
17072,DL3 6EX ,120.0,60.0,428320,515428,DL3 6EX
17074,BA7 7JJ ,11.0,4.0,364316,133078,BA7 7JJ
17081,TN126LT ,27.0,9.0,566870,143778,TN12 6LT
17082,BA160PR ,18.0,6.0,347702,135546,BA16 0PR
17084,BH179JU ,4.0,1.0,401495,95003,BH17 9JU
17085,TA1 3HQ ,46.0,18.0,323460,123546,TA1 3HQ
17092,HP137NQ ,6.0,2.0,488304,193061,HP13 7NQ
17094,SN6 7BZ ,71.0,31.0,420145,192060,SN6 7BZ
17095,CM129LH ,111.0,40.0,567498,193951,CM12 9LH
17096,TR9 6RW ,14.0,3.0,191056,63286,TR9 6RW
17102,SS4 1TL ,28.0,13.0,587072,192072,SS4 1TL
17103,TR7 3JF ,17.0,9.0,183551,62062,TR7 3JF
17104,LN2 2HG ,131.0,49.0,498433,373497,LN2 2HG
17108,CM132HG ,74.0,25.0,562285,194020,CM13 2HG
17109,RG304EX ,34.0,13.0,468340,172550,RG30 4EX
17111,NG138BL ,53.0,21.0,470360,339619,NG13 8BL
17112,TR209DR ,8.0,4.0,155515,31316,TR20 9DR
17114,TR152SZ ,4.0,3.0,169789,41597,TR15 2SZ
17118,WS9 0RF ,6.0,2.0,405828,296082,WS9 0RF
17119,WS7 3QW ,36.0,18.0,404416,307845,WS7 3QW
17121,GU9 8DY ,97.0,33.0,484902,146274,GU9 8DY
17122,BL3 3LJ ,36.0,18.0,370187,407035,BL3 3LJ
17129,HG2 9JP ,120.0,6.0,429457,453259,HG2 9JP
17130,WR6 6QA ,96.0,38.0,375664,259971,WR6 6QA
17131,DY8 2XS ,3.0,1.0,389902,280687,DY8 2XS
17135,CA125QB ,100.0,19.0,326175,524303,CA12 5QB
17138,LS298TR ,2.0,1.0,412321,447266,LS29 8TR
17142,CV7 7FW ,42.0,15.0,424035,276438,CV7 7FW
17144,SN4 7HG ,100.0,48.0,406999,183041,SN4 7HG
17148,BR6 6JF ,97.0,35.0,545739,164420,BR6 6JF
17151,IP7 5HU ,62.0,31.0,603263,242339,IP7 5HU
17152,TQ139RE ,25.0,10.0,278564,76228,TQ13 9RE
17153,BR2 7LQ ,105.0,43.0,540813,166417,BR2 7LQ
17155,WD6 1HL ,87.0,30.0,519900,196475,WD6 1HL
17159,TA201SD ,161.0,53.0,332268,109537,TA20 1SD
17164,SE2 9XB ,2.0,1.0,547622,179744,SE2 9XB
17165,IG3 8HZ ,19.0,8.0,545309,187803,IG3 8HZ
17166,S7  1NU ,32.0,16.0,434015,385553,S7 1NU
17168,S36 6BS ,75.0,32.0,424546,403025,S36 6BS
17169,TS247LE ,2.0,1.0,451105,532112,TS24 7LE
17171,BN3 3ER ,43.0,29.0,529521,105278,BN3 3ER
17172,NN3 3EZ ,4.0,1.0,478764,262854,NN3 3EZ
17173,LE9 8FT ,32.0,14.0,445076,298545,LE9 8FT
17176,DE3 0DR ,28.0,10.0,429800,333375,DE3 0DR
17177,SL1 5PR ,34.0,20.0,494617,181035,SL1 5PR
17180,ST101LH ,61.0,23.0,400842,342709,ST10 1LH
17181,GL556HU ,4.0,3.0,415434,239520,GL55 6HU
17183,BD3 0LT ,187.0,47.0,416827,434402,BD3 0LT
17184,CV3 6EA ,67.0,24.0,432254,276124,CV3 6EA
17186,M41 5DR ,86.0,38.0,375452,394833,M41 5DR
17188,CM186JJ ,1.0,1.0,546486,208615,CM18 6JJ
17197,NN156HE ,57.0,23.0,487459,277343,NN15 6HE
17198,CM159BY ,4.0,1.0,559538,194720,CM15 9BY
17199,E7  9PR ,62.0,28.0,540399,184304,E7 9PR
17204,WR6 5DE ,23.0,10.0,372146,251645,WR6 5DE
17205,WR142BY ,14.0,6.0,379005,245802,WR14 2BY
17207,B46 3EX ,69.0,27.0,420066,287490,B46 3EX
17209,DL3 8JA ,23.0,11.0,427522,514078,DL3 8JA
17210,DL3 8NN ,10.0,5.0,427543,514437,DL3 8NN
17213,PE191LQ ,4.0,1.0,519104,260698,PE19 1LQ
17217,BB7 4QS ,79.0,30.0,376484,446057,BB7 4QS
17219,GL538AY ,51.0,17.0,396532,220568,GL53 8AY
17221,WF4 1NF ,21.0,11.0,437850,417983,WF4 1NF
17222,SG9 9BT ,4.0,2.0,535804,229896,SG9 9BT
17224,DN158LJ ,8.0,3.0,488276,412461,DN15 8LJ
17225,SW179BU ,15.0,7.0,528592,170936,SW17 9BU
17227,B92 7ER ,55.0,16.0,412889,281194,B92 7ER
17228,B91 2HW ,81.0,25.0,415243,280857,B91 2HW
17232,EX329BW ,23.0,9.0,256888,132148,EX32 9BW
17233,CM7 1WY ,7.0,2.0,575675,221681,CM7 1WY
17234,KT246LX ,116.0,44.0,508233,154784,KT24 6LX
17239,TS211HD ,28.0,8.0,436565,521399,TS21 1HD
17240,DL5 6PH ,51.0,26.0,424593,522478,DL5 6PH
17241,EX187AA ,15.0,6.0,268651,114627,EX18 7AA
17242,EX187AA ,15.0,6.0,268651,114627,EX18 7AA
17243,EX174TS ,21.0,11.0,277421,113724,EX17 4TS
17244,EX379JG ,18.0,9.0,263827,116721,EX37 9JG
17245,SS7 2HQ ,59.0,28.0,581466,187199,SS7 2HQ
17247,SS7 5HA ,36.0,17.0,577511,186966,SS7 5HA
17248,SS7 2SU ,69.0,57.0,580660,187570,SS7 2SU
17249,GL3 1HU ,22.0,21.0,386989,220863,GL3 1HU
17250,BR6 8ER ,30.0,9.0,543731,164962,BR6 8ER
17252,B21 0HN ,24.0,8.0,403651,289705,B21 0HN
17253,SE207YB ,79.0,25.0,535163,168890,SE20 7YB
17254,HX3 8TL ,26.0,10.0,414059,425206,HX3 8TL
17255,SO157QU ,97.0,41.0,440604,114494,SO15 7QU
17258,RM113BX ,8.0,2.0,554851,189149,RM11 3BX
17264,B21 9AR ,15.0,10.0,405273,289329,B21 9AR
17265,CM120RT ,89.0,52.0,568238,196161,CM12 0RT
17268,MK160BJ ,7.0,2.0,486822,243183,MK16 0BJ
17270,SS117BJ ,87.0,36.0,574869,194581,SS11 7BJ
17274,CM186AA ,2.0,1.0,545258,209403,CM18 6AA
17275,GL6 7DY ,53.0,21.0,389038,204064,GL6 7DY
17276,KT6 7LQ ,52.0,18.0,518677,165429,KT6 7LQ
17278,BS9 3HZ ,4.0,2.0,357398,177598,BS9 3HZ
17280,SK118JR ,62.0,27.0,390892,372852,SK11 8JR
17282,DN7 6JH ,20.0,7.0,465741,409094,DN7 6JH
17283,BS9 4DT ,22.0,10.0,357449,176506,BS9 4DT
17284,BR4 0HL ,46.0,18.0,539479,167038,BR4 0HL
17285,BR4 0HL ,46.0,18.0,539479,167038,BR4 0HL
17286,CT1 1BD ,20.0,11.0,615153,158306,CT1 1BD
17287,CM1 3ET ,5.0,3.0,568287,206148,CM1 3ET
17288,HR2 9HJ ,12.0,4.0,342009,236102,HR2 9HJ
17289,SN1 2LU ,35.0,8.0,415603,184454,SN1 2LU
17291,PL268TL ,36.0,14.0,201757,57068,PL26 8TL
17294,CV114QP ,132.0,46.0,436854,290022,CV11 4QP
17296,CB113DW ,31.0,8.0,554174,237993,CB11 3DW
17297,PE2 7EA ,21.0,7.0,516603,296631,PE2 7EA
17298,LS165EA ,34.0,14.0,425868,437592,LS16 5EA
17299,PE4 6HX ,20.0,7.0,517493,302149,PE4 6HX
17300,NG4 3SH ,30.0,14.0,460250,342316,NG4 3SH
17302,NN7 3QG ,104.0,49.0,468013,257677,NN7 3QG
17303,IG3 8EU ,8.0,6.0,545110,187232,IG3 8EU
17305,SG120DP ,1.0,1.0,534807,214614,SG12 0DP
17308,SW162QB ,11.0,4.0,530670,172184,SW16 2QB
17311,GL7 4JQ ,12.0,5.0,415314,201794,GL7 4JQ
17313,DA122PR ,2.0,1.0,565789,173594,DA12 2PR
17314,WS152UE ,39.0,17.0,402938,317663,WS15 2UE
17315,WR8 0BL ,41.0,21.0,383890,242065,WR8 0BL
17316,GL2 8LW ,67.0,23.0,380018,220329,GL2 8LW
17322,HP3 8ES ,13.0,8.0,507717,206311,HP3 8ES
17323,PR5 5UR ,48.0,20.0,355177,426141,PR5 5UR
17324,NG122FQ ,40.0,14.0,464968,339062,NG12 2FQ
17329,DN227NJ ,18.0,6.0,469560,380951,DN22 7NJ
17332,LE2 4FU ,118.0,26.0,463630,300823,LE2 4FU
17338,WN8 7HS ,8.0,5.0,349449,410967,WN8 7HS
17340,SO418FZ ,38.0,16.0,431246,94965,SO41 8FZ
17341,CH426RR ,46.0,11.0,331783,386170,CH42 6RR
17342,EN5 5RR ,4.0,1.0,524845,196314,EN5 5RR
17343,GL193HS ,37.0,14.0,375243,231252,GL19 3HS
17347,BR8 7BT ,1.0,1.0,551098,169010,BR8 7BT
17349,HG2 8JR ,16.0,5.0,431390,454409,HG2 8JR
17355,SN2 1PE ,56.0,20.0,414309,186142,SN2 1PE
17356,WF2 0NP ,9.0,4.0,431025,422796,WF2 0NP
17357,GL193RA ,30.0,16.0,379246,229180,GL19 3RA
17358,HU143NE ,21.0,10.0,500091,427832,HU14 3NE
17359,CM0 8QB ,12.0,4.0,594810,197071,CM0 8QB
17361,B76 2RD ,19.0,6.0,414022,293963,B76 2RD
17363,SW6 1RX ,28.0,19.0,525356,177869,SW6 1RX
17365,NG157DB ,72.0,35.0,452789,350021,NG15 7DB
17366,SN4 9DJ ,15.0,10.0,414532,181173,SN4 9DJ
17367,LE167JG ,109.0,44.0,473302,288184,LE16 7JG
17370,WS124JH ,37.0,11.0,398942,312576,WS12 4JH
17371,CV5 7FF ,68.0,34.0,427904,279577,CV5 7FF
17374,B21 9PY ,19.0,9.0,404244,290437,B21 9PY
17375,LU7 3DY ,6.0,4.0,493278,226276,LU7 3DY
17376,LE169DR ,56.0,26.0,473374,286815,LE16 9DR
17377,CH633AF ,1.0,1.0,332564,384029,CH63 3AF
17378,B49 6QQ ,59.0,21.0,409938,258029,B49 6QQ
17380,TA201NS ,51.0,25.0,333291,109046,TA20 1NS
17381,TA202RX ,15.0,8.0,332803,105348,TA20 2RX
17382,TQ121PT ,18.0,9.0,285211,71707,TQ12 1PT
17384,HA7 3JW ,4.0,2.0,515357,192270,HA7 3JW
17385,IP332EX ,64.0,17.0,583625,263178,IP33 2EX
17386,IP333JB ,25.0,10.0,583181,264494,IP33 3JB
17388,NG7 7GB ,46.0,28.0,455764,342315,NG7 7GB
17389,PL288EX ,85.0,32.0,191272,74914,PL28 8EX
17390,NG8 3LD ,110.0,36.0,453810,341034,NG8 3LD
17391,WR141NA ,106.0,40.0,378323,247735,WR14 1NA
17394,CO130AZ ,38.0,15.0,623934,221071,CO13 0AZ
17395,SN1 4JE ,61.0,26.0,414864,183308,SN1 4JE
17396,SN1 4BY ,72.0,31.0,415479,183431,SN1 4BY
17397,BA4 5PF ,2.0,1.0,362269,143421,BA4 5PF
17400,CR7 8HX ,80.0,36.0,532358,169460,CR7 8HX
17402,RM141SF ,53.0,18.0,556978,187416,RM14 1SF
17403,HA2 9AH ,32.0,10.0,512955,186076,HA2 9AH
17406,LN4 1RQ ,37.0,19.0,502867,369556,LN4 1RQ
17407,BA6 9BY ,40.0,15.0,350121,139499,BA6 9BY
17410,LA7 7DD ,67.0,0.0,349998,481716,LA7 7DD
17412,GL529QT ,110.0,53.0,396530,229416,GL52 9QT
17413,IP9 2QX ,21.0,10.0,616967,236987,IP9 2QX
17415,RH163JR ,31.0,15.0,533673,124017,RH16 3JR
17416,BS148PS ,43.0,19.0,362193,168403,BS14 8PS
17418,RM163NJ ,8.0,4.0,562008,180873,RM16 3NJ
17420,BR3 4HJ ,110.0,36.0,536510,169025,BR3 4HJ
17422,CO7 6RJ ,48.0,17.0,607857,235389,CO7 6RJ
17424,SS7 3HG ,23.0,11.0,578417,188698,SS7 3HG
17429,CV4 8DY ,15.0,5.0,429365,277031,CV4 8DY
17430,SS166SG ,107.0,44.0,567086,187755,SS16 6SG
17433,SO409FT ,35.0,16.0,435714,111952,SO40 9FT
17436,RM142QR ,7.0,0.0,555627,186604,RM14 2QR
17437,CV379HA ,41.0,16.0,418850,254690,CV37 9HA
17439,TW179EE ,47.0,12.0,508474,167330,TW17 9EE
17442,CM2 7AQ ,2.0,1.0,573936,204887,CM2 7AQ
17444,BR2 0DA ,54.0,30.0,539791,169404,BR2 0DA
17446,TN163LY ,101.0,36.0,542282,159261,TN16 3LY
17447,SS118LT ,68.0,36.0,575980,193736,SS11 8LT
17449,SS7 5RG ,16.0,4.0,576863,187857,SS7 5RG
17451,MK452QR ,9.0,2.0,503082,237659,MK45 2QR
17452,DA2 7BB ,20.0,7.0,552565,172488,DA2 7BB
17456,GL518HY ,23.0,7.0,392998,223084,GL51 8HY
17457,HP157UB ,2.0,2.0,489347,195051,HP15 7UB
17458,PL125EA ,79.0,34.0,237588,60593,PL12 5EA
17462,HP226HF ,30.0,16.0,486984,208271,HP22 6HF
17463,DH4 5BH ,4.0,2.0,433818,549687,DH4 5BH
17467,GL538QE ,9.0,4.0,397025,220403,GL53 8QE
17468,RG129DA ,36.0,14.0,487359,168729,RG12 9DA
17471,GL528NN ,7.0,4.0,396008,227574,GL52 8NN
17472,CV1 2BA ,113.0,43.0,434621,278251,CV1 2BA
17475,M6  6DW ,53.0,23.0,381480,400164,M6 6DW
17478,HP5 2RG ,103.0,38.0,495188,202264,HP5 2RG
17479,RG1 6NP ,31.0,8.0,470346,172984,RG1 6NP
17481,CV6 2DJ ,31.0,17.0,431880,281107,CV6 2DJ
17482,SS9 5UU ,65.0,25.0,584752,188358,SS9 5UU
17485,SL1 2PU ,60.0,17.0,497024,179367,SL1 2PU
17488,MK455ES ,30.0,12.0,505548,234807,MK45 5ES
17489,MK455HN ,89.0,35.0,506397,234024,MK45 5HN
17490,WR141SE ,85.0,32.0,377703,247837,WR14 1SE
17491,SO152HW ,107.0,37.0,441489,112918,SO15 2HW
17492,OL2 7HS ,19.0,12.0,392847,409454,OL2 7HS
17493,SW2 5BL ,73.0,36.0,530623,174694,SW2 5BL
17494,PR269HH ,79.0,28.0,349382,418637,PR26 9HH
17495,PR8 3DT ,32.0,12.0,332430,413363,PR8 3DT
17498,BS226BP ,4.0,1.0,336749,163206,BS22 6BP
17499,CV376BE ,5.0,2.0,420239,254756,CV37 6BE
17500,NW4 2AH ,25.0,7.0,523787,188927,NW4 2AH
17501,TQ1 2JQ ,35.0,19.0,293230,64165,TQ1 2JQ
17505,M8  5DY ,72.0,35.0,383844,402230,M8 5DY
17507,NR152UY ,6.0,1.0,619317,293024,NR15 2UY
17509,BA100DF ,226.0,0.0,367669,134108,BA10 0DF
17513,LE673TN ,85.0,34.0,442476,315697,LE67 3TN
17514,N16 6TJ ,151.0,56.0,533856,188020,N16 6TJ
17515,NG220JH ,34.0,14.0,474643,371210,NG22 0JH
17517,IP119QR ,3.0,1.0,628861,235987,IP11 9QR
17520,LU1 3HJ ,37.0,16.0,509946,220573,LU1 3HJ
17521,PE217HB ,99.0,8.0,532312,342446,PE21 7HB
17522,E4  8YJ ,58.0,23.0,536979,191832,E4 8YJ
17523,W12 0QT ,34.0,13.0,521996,180832,W12 0QT
17525,OX331JP ,1.0,1.0,463216,204731,OX33 1JP
17526,DN9 3JN ,24.0,11.0,465305,400939,DN9 3JN
17528,HX1 5TN ,116.0,36.0,408757,425581,HX1 5TN
17532,HX7 5JR ,10.0,4.0,401588,425654,HX7 5JR
17533,PR3 1YE ,98.0,44.0,349675,443879,PR3 1YE
17534,HP7 9HH ,67.0,22.0,497185,197387,HP7 9HH
17538,HX3 7AY ,84.0,30.0,410637,426637,HX3 7AY
17541,S33 6SD ,2.0,1.0,416729,383419,S33 6SD
17542,CM235BJ ,69.0,27.0,550092,221689,CM23 5BJ
17543,HD8 8NL ,2.0,1.0,422249,410653,HD8 8NL
17545,NN2 6LR ,74.0,31.0,475167,262715,NN2 6LR
17546,HP180LQ ,66.0,30.0,474268,216741,HP18 0LQ
17547,ST8 7AR ,26.0,13.0,388667,356502,ST8 7AR
17549,LE156HQ ,136.0,55.0,485757,308038,LE15 6HQ
17552,NW2 1TR ,1.0,1.0,523511,187562,NW2 1TR
17553,S81 7HX ,4.0,2.0,458294,380029,S81 7HX
17554,DN345EB ,39.0,16.0,525158,408352,DN34 5EB
17555,SN6 7AP ,35.0,16.0,420403,192376,SN6 7AP
17557,LE111NH ,29.0,20.0,453568,319971,LE11 1NH
17560,PO200QJ ,7.0,5.0,485454,93451,PO20 0QJ
17561,SN101DD ,23.0,9.0,399926,161609,SN10 1DD
17563,GL5 5HP ,5.0,1.0,384064,200989,GL5 5HP
17564,BA149EN ,127.0,12.0,384674,157594,BA14 9EN
17568,BR3 1QR ,47.0,19.0,536154,170469,BR3 1QR
17570,SS5 5BX ,52.0,25.0,584452,193268,SS5 5BX
17571,NP167AA ,63.0,28.0,354494,193709,NP16 7AA
17572,WF3 1JQ ,39.0,15.0,427294,426026,WF3 1JQ
17574,NE638SF ,40.0,22.0,427105,587805,NE63 8SF
17575,NW7 4LL ,119.0,40.0,521482,193560,NW7 4LL
17577,N2  0SE ,3.0,2.0,525672,189571,N2 0SE
17579,DY1 2DU ,44.0,21.0,392995,289637,DY1 2DU
17581,HX6 2BA ,1.0,1.0,406809,423947,HX6 2BA
17582,N1  8SJ ,72.0,27.0,532169,183877,N1 8SJ
17583,DN364HS ,83.0,27.0,530947,405460,DN36 4HS
17584,SS7 5PS ,48.0,19.0,577545,187767,SS7 5PS
17586,ME130LU ,14.0,4.0,601154,156706,ME13 0LU
17587,HX5 9PL ,158.0,65.0,412046,421277,HX5 9PL
17589,S35 8NN ,29.0,10.0,434250,393301,S35 8NN
17590,LE112ST ,46.0,20.0,452805,317283,LE11 2ST
17591,PL267DP ,6.0,3.0,199804,51869,PL26 7DP
17593,SS5 4NZ ,59.0,26.0,584176,191959,SS5 4NZ
17597,SN105TL ,30.0,11.0,398017,153846,SN10 5TL
17598,HG4 2DE ,70.0,23.0,430050,471541,HG4 2DE
17599,SE155TD ,49.0,16.0,534425,177024,SE15 5TD
17601,HR2 9HJ ,12.0,4.0,342009,236102,HR2 9HJ
17603,DA8 3PR ,3.0,1.0,551660,176927,DA8 3PR
17604,IG1 4JU ,35.0,14.0,543590,186885,IG1 4JU
17605,IP287LR ,90.0,35.0,571269,275183,IP28 7LR
17607,GU113DD ,22.0,7.0,486373,149821,GU11 3DD
17610,NG119BH ,76.0,41.0,455366,333670,NG11 9BH
17612,SG8 5NJ ,35.0,12.0,533163,243782,SG8 5NJ
17613,NG2 5NH ,25.0,13.0,459342,336861,NG2 5NH
17616,NR270EX ,24.0,9.0,622157,341399,NR27 0EX
17617,GL2 4UF ,77.0,45.0,380579,213706,GL2 4UF
17618,IP327BH ,12.0,6.0,586311,264616,IP32 7BH
17621,L37 3HW ,35.0,12.0,329312,407650,L37 3HW
17623,WF1 3DX ,51.0,25.0,433258,423680,WF1 3DX
17624,NG3 2LG ,45.0,15.0,458639,340935,NG3 2LG
17626,SE8 4RJ ,70.0,30.0,537350,177243,SE8 4RJ
17631,TF107BD ,55.0,0.0,374337,319146,TF10 7BD
17635,SK9 4DP ,22.0,10.0,384581,382358,SK9 4DP
17636,LN1 3BQ ,9.0,5.0,497376,372043,LN1 3BQ
17639,EX149EF ,22.0,9.0,324580,104602,EX14 9EF
17640,DN110PQ ,62.0,22.0,460979,398490,DN11 0PQ
17641,SS170NW ,38.0,17.0,567883,181912,SS17 0NW
17643,CT214HL ,3.0,1.0,614826,135838,CT21 4HL
17645,SN6 7BZ ,71.0,31.0,420145,192060,SN6 7BZ
17646,NR180QT ,123.0,51.0,611346,302191,NR18 0QT
17647,LU7 2AE ,8.0,2.0,491305,224002,LU7 2AE
17648,SR6 9QP ,37.0,21.0,439794,558901,SR6 9QP
17652,ME9 0RL ,48.0,12.0,594445,161097,ME9 0RL
17653,TR261DH ,3.0,1.0,151305,40075,TR26 1DH
17654,MK428AA ,2.0,1.0,504001,248631,MK42 8AA
17655,SN110DS ,68.0,0.0,399220,171307,SN11 0DS
17656,OL115PS ,14.0,7.0,386387,413083,OL11 5PS
17662,GL2 4UF ,77.0,45.0,380579,213706,GL2 4UF
17663,TR1 1TE ,15.0,5.0,185625,45506,TR1 1TE
17664,OL8 3SB ,63.0,20.0,391613,402351,OL8 3SB
17665,NG6 0DT ,91.0,33.0,455136,343824,NG6 0DT
17666,ME139RQ ,36.0,17.0,603995,156495,ME13 9RQ
17668,ME9 0SJ ,2.0,1.0,590320,158072,ME9 0SJ
17670,SS7 2DQ ,72.0,31.0,581186,187027,SS7 2DQ
17672,CV477RR ,59.0,26.0,448943,257533,CV47 7RR
17674,B21 9SN ,4.0,1.0,405231,289234,B21 9SN
17675,BA3 3AL ,6.0,0.0,367182,153890,BA3 3AL
17676,BD100TD ,11.0,6.0,418147,438212,BD10 0TD
17677,L40 6JJ ,4.0,2.0,348026,408316,L40 6JJ
17678,HD4 5JA ,64.0,25.0,412523,414858,HD4 5JA
17679,NW4 2NL ,63.0,15.0,523753,188767,NW4 2NL
17680,HX7 5TF ,16.0,8.0,400109,423211,HX7 5TF
17682,SM5 1LW ,56.0,31.0,527371,166456,SM5 1LW
17684,BB1 2NY ,76.0,37.0,371766,424569,BB1 2NY
17685,CA130YT ,48.0,21.0,307386,531462,CA13 0YT
17687,CO3 3US ,4.0,2.0,597973,224640,CO3 3US
17688,CB101NN ,26.0,10.0,550688,242857,CB10 1NN
17689,PL178BQ ,38.0,18.0,240071,69827,PL17 8BQ
17690,BS9 4LG ,21.0,9.0,358052,176466,BS9 4LG
17691,HD3 3LY ,60.0,31.0,411828,418354,HD3 3LY
17694,MK439HT ,6.0,1.0,499960,244833,MK43 9HT
17696,NG7 1SJ ,76.0,18.0,455623,339379,NG7 1SJ
17697,NG3 3PQ ,48.0,19.0,458245,341217,NG3 3PQ
17699,TQ123LP ,97.0,34.0,287271,73701,TQ12 3LP
17700,TN278ND ,20.0,8.0,588427,142490,TN27 8ND
17702,EN7 5QW ,1.0,1.0,534350,202640,EN7 5QW
17703,L31 6DE ,17.0,8.0,337767,402199,L31 6DE
17705,NG5 6NZ ,7.0,3.0,459367,344827,NG5 6NZ
17706,LA6 1ND ,3.0,2.0,353052,476660,LA6 1ND
17709,LE8 0LG ,72.0,21.0,468109,293592,LE8 0LG
17711,SK6 5PL ,18.0,8.0,397657,388626,SK6 5PL
17712,DE119EY ,39.0,26.0,429435,318985,DE11 9EY
17713,CM778AN ,32.0,15.0,579972,224913,CM77 8AN
17714,HD6 4HP ,35.0,12.0,416090,422904,HD6 4HP
17715,W3  9PP ,64.0,30.0,519366,180318,W3 9PP
17716,CB6 2JA ,23.0,8.0,550532,279170,CB6 2JA
17719,NG3 4AY ,7.0,5.0,457549,340801,NG3 4AY
17720,LN1 3JG ,105.0,35.0,497243,372558,LN1 3JG
17723,CM2 8RW ,4.0,2.0,570438,203251,CM2 8RW
17724,MK179DU ,43.0,14.0,498422,232432,MK17 9DU
17725,M27 0EP ,67.0,29.0,376054,400683,M27 0EP
17726,E4  9PJ ,53.0,24.0,538793,191859,E4 9PJ
17727,B12 9AN ,36.0,11.0,407915,284473,B12 9AN
17728,LE5 5AY ,96.0,28.0,460563,304028,LE5 5AY
17729,SS0 7PU ,22.0,12.0,587299,185335,SS0 7PU
17730,SW116PR ,16.0,5.0,527610,174698,SW11 6PR
17732,NG347EA ,17.0,2.0,507167,346141,NG34 7EA
17733,N1  2GG ,4.0,1.0,531770,184284,N1 2GG
17734,CR0 1DN ,13.0,5.0,532412,164767,CR0 1DN
17736,W3  0DY ,34.0,9.0,519223,181626,W3 0DY
17741,KT6 6DG ,66.0,28.0,518354,167201,KT6 6DG
17746,CW9 7DT ,1.0,1.0,367796,373323,CW9 7DT
17749,KT199JW ,6.0,2.0,520167,164066,KT19 9JW
17750,S2  2JQ ,71.0,5.0,437280,385503,S2 2JQ
17752,TD152JF ,17.0,7.0,399881,651447,TD15 2JF
17753,PE109QS ,114.0,50.0,508701,320236,PE10 9QS
17755,M8  9FR ,59.0,16.0,383814,401250,M8 9FR
17756,CA157HR ,8.0,4.0,306844,536085,CA15 7HR
17757,DN5 7UB ,5.0,3.0,454105,405082,DN5 7UB
17759,RG215SU ,43.0,16.0,463667,153234,RG21 5SU
17761,CM1 6JN ,49.0,25.0,572115,208210,CM1 6JN
17762,HR5 3AR ,39.0,14.0,329221,256603,HR5 3AR
17764,SN267AP ,4.0,2.0,415255,190523,SN26 7AP
17765,DN320DF ,6.0,4.0,527119,407762,DN32 0DF
17766,L37 2YN ,83.0,32.0,328605,405997,L37 2YN
17767,NN9 6PA ,29.0,13.0,500263,272796,NN9 6PA
17768,NN3 7SD ,11.0,9.0,478127,266244,NN3 7SD
17769,ME145TZ ,6.0,1.0,578084,155874,ME14 5TZ
17770,TR138JF ,133.0,43.0,165887,26780,TR13 8JF
17773,CO3 4QS ,18.0,5.0,597740,224215,CO3 4QS
17774,SN3 4AS ,50.0,21.0,418128,185786,SN3 4AS
17777,PL288NP ,29.0,12.0,187763,73631,PL28 8NP
17780,CB232SP ,76.0,29.0,532255,256478,CB23 2SP
17782,NG210AG ,53.0,22.0,459028,357821,NG21 0AG
17783,DN123JY ,53.0,22.0,450597,398820,DN12 3JY
17784,ME5 0LE ,89.0,43.0,575890,164460,ME5 0LE
17785,SS7 5PS ,48.0,19.0,577545,187767,SS7 5PS
17786,SG156XS ,6.0,2.0,520449,237130,SG15 6XS
17791,CM235BD ,27.0,11.0,550264,221808,CM23 5BD
17793,PE195TT ,57.0,24.0,519619,267818,PE19 5TT
17795,BB5 5HT ,92.0,28.0,374625,430932,BB5 5HT
17796,EX3 0RE ,49.0,21.0,298320,88901,EX3 0RE
17797,WF5 9QP ,10.0,5.0,427163,422046,WF5 9QP
17801,TQ109JN ,58.0,6.0,270062,59976,TQ10 9JN
17803,EX100SB ,20.0,11.0,314006,91736,EX10 0SB
17805,EX167BR ,79.0,28.0,302703,114254,EX16 7BR
17807,CA8 9LU ,18.0,9.0,354294,555396,CA8 9LU
17808,EX153RY ,76.0,32.0,313420,113301,EX15 3RY
17809,WF6 1HZ ,4.0,2.0,438866,422234,WF6 1HZ
17813,EX164AL ,38.0,16.0,296754,112431,EX16 4AL
17814,DA5 2JD ,68.0,26.0,551485,172101,DA5 2JD
17815,DA2 7NE ,76.0,30.0,551268,171881,DA2 7NE
17816,TQ8 8AG ,13.0,7.0,273366,39025,TQ8 8AG
17817,DA2 7DF ,42.0,19.0,552905,172100,DA2 7DF
17818,PL8 1AS ,74.0,44.0,255182,48384,PL8 1AS
17819,TQ126JB ,3.0,1.0,281245,74084,TQ12 6JB
17820,TQ130EU ,11.0,4.0,284547,77447,TQ13 0EU
17822,CR0 1ND ,21.0,6.0,532338,165179,CR0 1ND
17823,B64 6QU ,65.0,27.0,395885,286608,B64 6QU
17825,L8  9SJ ,44.0,28.0,336315,387304,L8 9SJ
17826,E4  7RT ,90.0,38.0,538001,195658,E4 7RT
17830,DA6 7QJ ,58.0,18.0,549794,175056,DA6 7QJ
17831,E14 7PQ ,98.0,34.0,536538,181249,E14 7PQ
17832,BR5 1EL ,49.0,15.0,544659,167057,BR5 1EL
17833,SN3 5DA ,2.0,1.0,418793,184626,SN3 5DA
17835,LA5 0DW ,37.0,15.0,345878,478674,LA5 0DW
17836,ME104NL ,44.0,17.0,592058,163012,ME10 4NL
17837,M9  0RD ,55.0,20.0,385905,404111,M9 0RD
17839,CV227JT ,170.0,57.0,447923,274291,CV22 7JT
17840,IG6 3TN ,130.0,57.0,546703,192240,IG6 3TN
